'day	daɪ̯
krematoryo	kɾɛmɐtoɾjo
kriket	kɾixɛt
krimen	kɾimɛn
krimen	kɾɪmɛn
kriminal	kɾɪmɪnal
kriminalidad	kɾɪmɪnɐlɪdad
kriminolohiya	kɾɪmɪnolohiɐ
kriminolohiya	kɾɪmɪnolohɪɐ
kring	kɾiŋ
krisantemo	kɾɪsɐntɛmo
krisma	kɾismɐ
kristal	kɾɪstal
kristo	kɾisto
kritikal	kɾɪtɪxal
kritiko	kɾitɪxo
kritisismo	kɾɪtɪsismo
kromatina	kɾomɐtinɐ
kromosoma	kɾomosomɐ
kroni	kɾonɪ
kroniismo	kɾonɪismo
kroniyismo	kɾonɪismo
kronolohiya	kɾonolohiɐ
kropek	kɾopɛk
krus	kɾus
krusipiho	kɾʊsɪpiho
kuba	kubɐʔ
kubakob	kʊbaxob
kubakob	kʊbɐxob
kubaw	kʊbaʊ̯
kubeta	kʊbɛtɐ
kubil	kʊbil
kubkob	kʊbkob
kubli	kʊbli
kubnugin	kʊbnuɣɪn
kubo	kubo
kubra	kʊbɾa
kubrador	kʊbɾɐdoɾ
kubrekama	kʊbɾɛxamɐ
kubtangkas	kʊbtɐŋkas
kubyertos	kʊbjɛɾtos
kuda	kʊdaʔ
kudeta	kudɛtɐ
kudkod	kʊdkod
kudkurin	kudkuɾɪn
kudkurin	kʊdkʊɾin
kudlit	kʊdlit
kudlong	kʊdloŋ
kudyapi	kʊdʒɐpiʔ
kugita	kʊɣitɐʔ
kugon	kuɣon
kugon	kʊɣon
kuha	kuhɐ
kuha	kuhɐʔ
kuha	kʊha
kuhanan	kʊhanɐn
kuhila	kʊhilɐʔ
kuhila	kʊhɪlaʔ
kuhol	kʊhol
kukis	kuxɪs
kuko	kuxoʔ
kuko	kʊxo
kukote	kʊxotɛ
kukudkurin	kʊxʊdkʊɾin
kukuha	kʊxuhɐ
kukuha	kʊxuhɐʔ
kukunan	kʊxunɐn
kukunan	kʊxʊnan
kukupas	kʊxupɐs
kula	kulɐ
kula	kʊla
kulabo	kʊlaboʔ
kulabo	kʊlɐboʔ
kulago	kʊlɐɣo
kulakling	kʊlɐkliŋ
kulaknit	kʊlɐknit
kulalaying	kʊlɐlɐjiŋ
kulam	kulɐm
kulambo	kʊlɐmboʔ
kulang	kulɐŋ
kulangot	kʊlaŋot
kulani	kʊlanɪʔ
kulantro	kʊlantɾo
kulantro	kʊlɐntɾo
kulap	kulɐp
kulapnit	kʊlɐpnit
kulas	kulɐs
kulas	kʊlas
kulasi	kʊlasɛ
kulasi	kʊlasɪ
kulasim	kʊlɐsim
kulasisi	kʊlɐsisɪ
kulasisi	kʊlɐsisɪʔ
kulat	kulɐt
kulata	kʊlatɐ
kulata	kʊlatɐʔ
kulatahin	kʊlɐtahɪn
kulatain	kʊlɐtaʔɪn
kulaw	kʊlaʊ̯
kulawin	kʊlɐwin
kulawo	kʊlawoʔ
kulayin	kulajɪn
kulayin	kʊlɐjin
kulaylawas	kʊlaɪ̯lawɐs
kulayo	kʊlajo
kulayputol	kʊlaɪ̯putol
kulaysukat	kʊlaɪ̯suxɐt
kulelat	kʊlɛlɐt
kulig	kʊliɡ
kuliglig	kʊlɪɡliɡ
kulilipaw	kʊlɪlipaʊ̯
kulilis	kʊlilɪs
kulimba	kʊlɪmbaʔ
kulimbat	kʊlɪmbat
kulimlim	kʊlɪmlim
kulinarya	kʊlɪnaɾjɐ
kulintang	kʊlɪntaŋ
kulisap	kʊlisɐp
kulisaw	kʊlisaʊ̯
kulit	kulɪt
kulit	kʊlit
kuliti	kʊlitɪʔ
kulitis	kʊlitɪs
kulo	kulo
kulo	kʊlo
kulo	kʊloʔ
kulob	kulob
kulob	kʊlob
kulog	kʊloɡ
kulong	kʊloŋ
kulos	kʊlos
kulot	kulot
kulpuralis	kʊlpʊɾalɪs
kulto	kulto
kulto	kʊlto
kultura	kʊltuɾɐ
kulubong	kʊlʊboŋ
kulubot	kʊlʊbot
kulugo	kʊlʊɣo
kulungan	kuluŋɐn
kulunoy	kʊlʊnoɪ̯
kuluntoy	kʊlʊntoɪ̯
kulyawan	kʊljawɐn
kumabig	kʊmabɪɡ
kumagat	kʊmɐɣat
kumahog	kʊmɐhoɡ
kumain	kʊmaʔɪn
kumakabig	kʊmɐxabɪɡ
kumakain	kʊmɐxaʔɪn
kumalat	kʊmalɐt
kumampi	kʊmɐmpi
kumanan	kʊmanɐn
kumander	kʊmandɛɾ
kumanta	kʊmɐnta
kumapal	kʊmɐpal
kumapit	kʊmapɪt
kumare	kʊmaɾɛ
kumaripas	kʊmɐɾipɐs
kumayod	kʊmajod
kumbaga	kʊmbɐɣa
kumbensiyon	kʊmbɛnʃon
kumbensiyonal	kʊmbɛnʃonal
kumbento	kʊmbɛnto
kumbida	kʊmbɪda
kumbinsi	kʊmbɪnsi
kumbinsido	kʊmbɪnsido
kumbinsihin	kʊmbɪnsɪhin
kumbulsiyon	kʊmbʊlʃon
kumidlat	kʊmɪdlat
kuminoy	kʊmɪnoɪ̯
kumintab	kʊmɪntab
kumintang	kʊmɪntaŋ
kumislot	kʊmɪslot
kumitil	kʊmɪtil
kumot	kumot
kumpare	kʊmpaɾɛ
kumpas	kʊmpas
kumpay	kʊmpaɪ̯
kumpederasyon	kʊmpɛdɛɾɐʃon
kumpensasyon	kʊmpɛnsɐʃon
kumpidensiyal	kʊmpɪdɛnʃal
kumpidensyal	kʊmpɪdɛnʃal
kumpil	kʊmpil
kumpilma	kʊmpɪlma
kumpirma	kʊmpɪɾma
kumpirmado	kʊmpɪɾmado
kumpirmasyon	kʊmpɪɾmɐʃon
kumpisal	kʊmpɪsal
kumpiska	kʊmpɪska
kumpiyansa	kʊmpjansɐ
kumporme	kʊmpoɾmɛ
kumprontasyon	kʊmpɾontɐʃon
kumpulan	kʊmpulɐn
kumpuni	kʊmpʊni
kumpurmi	kʊmpuɾmɪ
kumpyansa	kʊmpjansɐ
kumuha	kʊmuhɐ
kumuha	kʊmuhɐʔ
kumukuha	kʊmʊxuhɐ
kumukuha	kʊmʊxuhɐʔ
kumukupas	kʊmʊxupɐs
kumulang	kʊmulɐŋ
kumulimlim	kʊmʊlɪmlim
kumulo	kʊmʊloʔ
kumulog	kʊmʊloɡ
kumunoy	kʊmʊnoɪ̯
kumupas	kʊmupɐs
kumurason	kʊmʊɾɐson
kumusta	kʊmʊsta
kumutan	kʊmutɐn
kumuyakoy	kʊmʊjaxoɪ̯
kun	kun
kunan	kunɐn
kunat	kunɐt
kundangan	kʊndaŋɐn
kundena	kʊndɛna
kundi	kundɪʔ
kundi	kʊndiʔ
kundiman	kʊndimɐn
kundol	kʊndol
kuneho	kʊnɛho
kuneksyon	kʊnɛkʃon
kung	kʊŋ
kungyari	kʊŋjaɾɛʔ
kungyari	kʊŋjaɾɪʔ
kunin	kunɪn
kuno	kʊno
kunsi	kʊnsiʔ
kunsiderasyon	kʊnsɪdɛɾɐʃon
kunsinti	kʊnsɪnti
kunsintidor	kʊnsɪntɪdoɾ
kunsintidora	kʊnsɪntɪdoɾɐ
kunsintihin	kʊnsɪntɪhin
kunsumido	kʊnsʊmido
kunsumisyon	kʊnsʊmɪʃon
kunsumo	kʊnsumo
kuntador	kʊntɐdoɾ
kuntsaba	kʊntʃabɐ
kuntsabahan	kʊntʃɐbɐhan
kunwa	kʊnwaʔ
kunwari	kʊnwaɾɛʔ
kunwari	kʊnwaɾɪʔ
kunyari	kʊɲaɾɛʔ
kunyari	kʊɲaɾɪʔ
kupad	kupɐd
kupal	kupɐl
kupang	kupɐŋ
kupas	kupɐs
kupas	kʊpas
kupete	kʊpɛtɛ
kupi	kupɪʔ
kupi	kʊpi
kupi	kʊpiʔ
kuping	kupɪŋ
kuping	kʊpiŋ
kupit	kupɪt
kupo	kupo
kupo	kupoʔ
kupon	kʊpon
kupong	kupoŋ
kupya	kupjɐ
kupya	kʊpjaʔ
kura	kuɾɐ
kura	kuɾɐʔ
kurag	kuɾɐɡ
kurakot	kʊɾaxot
kural	kʊɾal
kuramos	kʊɾamos
kurap	kʊɾap
kurarap	kʊɾaɾɐp
kurason	kʊɾɐson
kurasunin	kʊɾɐsʊnin
kurba	kʊɾba
kurbada	kʊɾbadɐ
kurbata	kʊɾbatɐ
kurikan	kʊɾɪxan
kurikong	kʊɾɪxoŋ
kurikulum	kʊɾixʊlʊm
kuripot	kʊɾipot
kurita	kʊɾitɐ
kuro	kuɾoʔ
kuros	kʊɾos
kurot	kʊɾot
kurse	kʊɾsɛ
kursilista	kʊɾsɪlistɐ
kursilyista	kʊɾsɪljistɐ
kursilyo	kʊɾsiljo
kurso	kuɾso
kurso	kʊɾso
kursonada	kʊɾsonadɐ
kursunada	kʊɾsʊnadɐ
kurtina	kʊɾtinɐ
kurukya	kʊɾʊkjaʔ
kurus	kʊɾus
kuryente	kʊɾjɛntɛ
kuryosidad	kʊɾjosɪdad
kuryusidad	kʊɾjʊsɪdad
kusa	kusɐʔ
kusi	kʊsi
kusilba	kʊsɪlba
kusim	kʊsim
kusin	kʊsin
kusina	kʊsinɐ
kusina	kʊsinɐʔ
kusinera	kʊsɪnɛɾɐ
kusinero	kʊsɪnɛɾo
kusing	kʊsiŋ
kusinilya	kʊsɪniljɐ
kuskos	kʊskos
kuskusin	kʊskʊsin
kusot	kusot
kusot	kʊsot
kustable	kʊstablɛ
kustabularyo	kʊstɐbʊlaɾjo
kustal	kʊstal
kustodiya	kʊstodiɐ
kustodiya	kʊstodʒɐ
kustodya	kʊstodʒɐ
kustomer	kustomɛɾ
kuta	kutɐ
kuta	kutɐʔ
kutab	kutɐb
kutab	kʊtab
kutad	kutɐd
kutad	kʊtad
kutamaya	kʊtɐmajɐ
kuteho	kʊtɛho
kutiltil	kʊtɪltil
kuting	kʊtiŋ
kutingting	kʊtɪntiŋ
kutingtingin	kʊtɪntɪŋin
kutipaw	kʊtɪpaʊ̯
kutipyo	kʊtɪpjo
kutis	kutɪs
kutitap	kʊtitɐp
kutkot	kʊtkot
kuto	kuto
kuto	kʊtoʔ
kutob	kʊtob
kutog	kʊtoɡ
kuton	kʊton
kutong	kotoŋ
kutong	kutoŋ
kutos	kʊtos
kutsaba	kʊtʃabɐ
kutsabahan	kʊtʃɐbɐhan
kutsada	kʊtʃadɐ
kutsara	kʊtsaɾɐ
kutsara	kʊtʃaɾɐ
kutsara	kʊtʃaɾɐʔ
kutsarahin	kʊtʃɐɾahɪn
kutsarita	kʊtʃɐɾitɐ
kutsaritahin	kʊtʃɐɾɪtahɪn
kutsaron	kʊtʃɐɾon
kutsay	kʊtʃaɪ̯
kutsero	kʊtʃɛɾo
kutsilyo	kʊtʃiljo
kutsinta	kʊtʃɪntaʔ
kutson	kʊtʃon
kutsukutso	kʊtʃuxʊtʃo
kutya	kʊtʃaʔ
kutyog	kutʃoɡ
kuwa	kwaʔ
kuwaderno	kwɐdɛɾno
kuwadra	kwadɾɐ
kuwadra	kwɐdɾa
kuwadrado	kwɐdɾado
kuwadrilatero	kwɐdɾɪlatɛɾo
kuwadrilya	kwɐdɾiljɐ
kuwadrilyon	kwɐdɾɪljon
kuwadro	kwadɾo
kuwadrupedo	kwɐdɾupɛdo
kuwago	kwaɣo
kuwaho	kwaho
kuwak	kwak
kuwako	kwaxo
kuwalipikasyon	kwɐlɪpɪxɐʃon
kuwalta	kwɐlta
kuwan	kwan
kuwapaw	kwapaʊ̯
kuwarenta	kwɐɾɛntɐ
kuwarentena	kwɐɾɛntɛnɐ
kuwarentenas	kwɐɾɛntɛnɐs
kuwarso	kwaɾso
kuwarta	kwaɾtɐ
kuwartel	kwɐɾtɛl
kuwarteto	kwɐɾtɛto
kuwarto	kwaɾto
kuwatro	kwatɾo
kuweba	kwɛbɐ
kuwekong	kwɛxoŋ
kuwela	kwɛlɐ
kuwelyo	kwɛljo
kuwenta	kwɛntɐ
kuwento	kwɛnto
kuwerdas	kwɛɾdɐs
kuwestiyon	kwɛstʃon
kuwestiyonable	kwɛstʃonablɛ
kuwidaw	kwɪdaʊ̯
kuwintas	kwɪntas
kuwit	kwit
kuwitib	kwitɪb
kuwitis	kwitɪs
kuya	kujɐ
kuyakoy	kʊjaxoɪ̯
kuyaw	kujaʊ̯
kuyo	kujo
kuyog	kujoɡ
kuyom	kujom
kuyom	kʊjom
kuys	kuɪ̯s
kuyugin	kʊjuɣɪn
kuyukot	kʊjʊxot
kuyumad	kʊjʊmad
kuyumpit	kʊjʊmpit
kwenta	kwɛntɐ
kyu	kju
kyut	kjut
kyutikel	kjutɪxɛl
kyutiks	kjutɪks
l	l
l	lɐ
l	ʔɛl
l	ʔɛlɛ
la	lɐ
laab	lɐba
laan	lɐʔan
laang	laʔɐŋ
laas	laʔɐs
laas	lɐʔas
laba	labɐ
laba	labɐʔ
laba	lɐba
laba	lɐbaʔ
lababo	lɐbabo
labada	lɐbadɐ
labadora	lɐbɐdoɾɐ
labag	lɐbaɡ
labaha	lɐbahɐ
labahan	labahɐn
labahan	lɐbɐhan
labahin	labahɪn
labak	lɐbak
labakara	lɐbɐxaɾɐ
laban	labɐn
labandera	lɐbɐndɛɾɐ
labanderiya	lɐbandɛɾiɐ
labandero	lɐbɐndɛɾo
labanos	lɐbɐnos
labas	labɐs
labas	lɐbas
labasan	labasɐn
labasan	lɐbɐsan
labaskaphay	lɐbɐskɐphaɪ̯
labatiba	lɐbɐtibɐ
labaw	labaʊ̯
labawliknayan	lɐbaʊ̯lɪknajɐn
labawsugnayan	lɐbaʊ̯sʊɡnajɐn
laberinto	lɐbɛɾinto
labhan	lɐbhan
labi	labɪʔ
labi	lɐbi
labi	lɐbiʔ
labimpito	lɐbɪmpɪto
labindalawa	lɐbindɐlɐwa
labindalawa	lɐbɪndɐlɐwa
labing	labɪŋ
labing	lɐbiŋ
labingwalo	lɐbɪŋwɐlo
labinlima	lɐbinlɪma
labinlima	lɐbɪnlɪma
labinsiyam	lɐbɪnʃam
labintador	lɐbɪntɐdoɾ
labintatlo	lɐbintɐtlo
labintatlo	lɐbɪntɐtlo
labis	labɪs
lablab	lɐblab
labnaw	lɐbnaʊ̯
labnot	lɐbnot
labo	labo
labo	laboʔ
labo	lɐbo
labo	lɐboʔ
labon	labon
labon	lɐbon
labong	lɐboŋ
laboratoryo	lɐboɾɐtoɾjo
laboy	laboɪ̯
labso	lɐbsoʔ
labtik	lɐbtik
labuyo	lɐbujoʔ
ladlad	lɐdlad
ladrilyo	lɐdɾiljo
ladya	ladʒɐ
ladya	lɐdʒaʔ
laga	laɣɐʔ
lagabag	lɐɣɐbaɡ
lagablab	lɐɣɐblab
lagabog	lɐɣɐboɡ
lagak	lɐɣak
lagaklak	lɐɣɐklak
lagalag	lɐɣalɐɡ
lagalag	lɐɣɐlaɡ
laganap	lɐɣanɐp
laganas	lɐɣɐnas
lagap	lɐɣap
lagapak	lɐɣɐpak
lagari	lɐɣaɾɛʔ
lagari	lɐɣaɾɪʔ
lagari	lɐɣɐɾiʔ
lagari	lɐɣɐɾɛʔ
lagas	laɣɐs
lagas	lɐɣas
lagasaw	lɐɣɐsaʊ̯
lagaslas	lɐɣɐslas
lagay	lɐɣaɪ̯
lagayan	laɣajɐn
lagayan	lɐɣɐjan
lagaylay	lɐɣaɪ̯laɪ̯
lagda	lɐɡdaʔ
lagdaan	lɐɡdɐʔan
lagi	laɣɛ
lagi	laɣɪ
lagi	laɣɪʔ
lagibas	lɐɣɪbas
lagikway	lɐɣɪkwaɪ̯
lagim	lɐɣim
laginit	lɐɣɪnit
lagis	lɐɣis
lagislis	lɐɣɪslis
lagitik	lɐɣɪtik
lagitlit	lɐɣɪtlit
lagkit	lɐɡkit
laglag	lɐɡlaɡ
lagmak	lɐɡmak
lagnat	lɐɡnat
lagnatin	laɡnatɪn
lagnatin	lɐɡnɐtin
lago	laɣo
lago	lɐɣoʔ
lagod	laɣod
lagod	lɐɣod
lagok	lɐɣok
lagom	laɣom
lagong	laɣoŋ
lagos	lɐɣos
lagot	lɐɣot
lagpak	lɐɡpak
lagpas	lɐɡpas
lagsang	lɐɡsaŋ
lagumba	lɐɣʊmba
lagumlalangin	lɐɣʊmlɐlaŋɪn
lagumlalangin	lɐɣʊmlɐlɐŋin
lagundi	lɐɣʊndiʔ
lagusan	laɣusɐn
lagusan	lɐɣʊsan
laguslos	lɐɣʊslos
lagutok	lɐɣʊtok
laguyo	lɐɣujoʔ
lagwat	lɐɡwat
lagwerta	lɐɡwɛɾtɐ
lagyan	lɐɡjan
lagyo	lɐɡjoʔ
lahad	lahɐd
lahad	lɐhad
lahar	lahɐɾ
lahar	lɐhaɾ
lahat	lɐhat
lahi	lahɪʔ
lahid	lahɪd
lahok	lɐhok
lahoy	lahoɪ̯
lain	laʔɪn
laing	laʔɪŋ
laing	lɐʔiŋ
lait	laʔɪt
laitin	lɐʔitɪn
lakad	laxɐd
lakad	lɐxad
lakambini	lɐxɐmbinɪ
lakan	lɐxan
lakandiwa	lɐxɐndiwɐʔ
lakansugo	lɐxɐnsuɣoʔ
lakas	lɐxas
lakatan	lɐxɐtan
lakaya	lɐxajɐ
lakbay	lɐkbaɪ̯
lakdang	lɐkdaŋ
lakdaw	lɐkdaʊ̯
lakdawkaphay	lɐkdaʊ̯xɐphaɪ̯
lakdawyugto	lɐkdaʊ̯jʊɡtoʔ
lakhan	lɐkhan
laki	lɐxi
laki	lɐxɛ
lakihan	lɐxɪhan
lakip	laxɪp
lakip	lɐxip
lakit	laxɪt
laklak	lɐklak
lako	laxoʔ
lako	lɐxo
lakre	lakɾɛ
laksa	laksɐ
laksa	lɐksa
laksa	lɐksaʔ
laksamana	lɐksɐmanɐ
laksante	lɐksantɛ
laksatiba	lɐksɐtibɐ
laktaw	lɐktaʊ̯
laktosa	lɐktosɐ
lakwatsa	lɐkwatʃɐ
lakwatsera	lɐkwɐtʃɛɾɐ
lakwatsero	lɐkwɐtʃɛɾo
lala	lalɐ
lala	lalɐʔ
lala	lɐla
lala	lɐlaʔ
lalab	lalɐb
lalaban	lɐlabɐn
lalabas	lɐlɐbas
lalad	lɐlad
lalagukan	lɐlɐɣuxɐn
lalagukan	lɐlɐɣʊxan
lalagyan	lalɐɡjan
lalagyan	lɐlɐɡjan
lalaki	lɐlaxɛ
lalaki	lɐlaxɪ
lalaki	lɐlɐxi
lalaki	lɐlɐxɛ
lalamunan	lɐlɐmunɐn
lalan	lɐlan
lalang	lɐlaŋ
lalanghutan	lɐlɐŋhutɐn
lalanghutan	lɐlɐŋhʊtan
lalawigan	lɐlɐwiɣɐn
lalay	lɐlaɪ̯
lali	lalɪ
lalik	lalɪk
lalim	lalɪm
lalin	lalɪn
lalo	laloʔ
lamad	lamɐd
laman	lɐman
lamang	lamɐŋ
lamang	lɐmaŋ
lamas	lamɐs
lamas	lɐmas
lamasin	lɐmasɪn
lamat	lamɐt
lamay	lamaɪ̯
lamba	lɐmba
lamba	lɐmbaʔ
lambak	lɐmbak
lambal	lɐmbal
lambana	lɐmbɐnaʔ
lambang	lɐmbaŋ
lambanog	lɐmbanoɡ
lambanog	lɐmbɐnoɡ
lambat	lɐmbat
lambayog	lɐmbajoɡ
lambi	lɐmbiʔ
lambing	lɐmbiŋ
lambitin	lɐmbitɪn
lambot	lɐmbot
lambutsi	lɐmbutʃɪ
lambutsing	lɐmbʊtʃiŋ
lambutsingan	lambʊtʃiŋɐn
lamesa	lɐmɛsɐ
lamesita	lɐmɛsitɐ
lamig	lɐmiɡ
lamig	lɐmɛɡ
lamira	lɐmiɾɐʔ
lamira	lɐmɪɾaʔ
lamo	lamoʔ
lamod	lamod
lamog	lɐmoɡ
lamok	lɐmok
lamon	lamon
lamos	lamos
lampa	lɐmpa
lampara	lampɐɾɐ
lampas	lɐmpas
lampaso	lɐmpaso
lampik	lɐmpik
lampin	lɐmpin
lampong	lɐmpoŋ
lamuga	lɐmuɣɐʔ
lamukos	lɐmuxos
lamukos	lɐmʊxos
lamuymoy	lɐmʊɪ̯moɪ̯
lamyerda	lɐmjɛɾdɐ
lana	lanɐ
lanab	lanɐb
lanap	lanɐp
lanap	lɐnap
lanaw	lanaʊ̯
lanaw	lɐnaʊ̯
lanay	lanaɪ̯
lanay	lɐnaɪ̯
landa	lɐnda
landang	lɐndaŋ
landas	landɐs
landas	lɐndas
landi	lɐndiʔ
landit	lɐndit
lang	laŋ
langal	lɐŋal
langaray	lɐŋaɾaɪ̯
langasngas	lɐŋɐsŋas
langaw	laŋaʊ̯
langawin	lɐŋawɪn
langayak	lɐŋɐjak
langgam	lɐŋɡam
langgas	lɐŋɡas
langgonisa	lɐŋɡonisɐ
langgotse	lɐŋɡotʃɛ
langhap	lɐŋhap
langhapan	lɐŋhapɐn
langib	lɐŋib
langil	laŋɪl
langis	lɐŋis
langit	laŋɪt
langitngit	lɐŋɪtŋit
langka	lɐŋkaʔ
langkaan	lɐŋkaʔɐn
langkal	lɐŋkal
langkap	lɐŋkap
langkas	lɐŋkas
langkaw	lɐŋkaʊ̯
langkay	lɐŋkaɪ̯
langkayan	lɐŋkajɐn
langlang	lɐnlaŋ
lango	lɐŋo
langoy	lɐŋoɪ̯
langpas	lɐmpas
langyot	lɐŋjot
lanip	lanɪp
lanip	lɐnip
lanlan	lɐnlan
lansa	lansɐ
lansa	lɐnsa
lansang	lɐnsaŋ
lansangan	lɐnsaŋɐn
lansina	lɐnsinɐʔ
lansones	lɐnsonɛs
lansong	lɐnsoŋ
lansungan	lɐnsuŋɐn
lanta	lɐnta
lantad	lɐntad
lantak	lɐntak
lantaka	lɐntaxɐʔ
lantana	lɐntanɐʔ
lantay	lɐntaɪ̯
lanting	lɐntiŋ
lantod	lɐntod
lantong	lɐntoŋ
lantot	lɐntot
lantsa	lantʃɐ
lantutay	lɐntutaɪ̯
lanubo	lɐnuboʔ
lanunab	lɐnunɐb
laon	laʔon
laon	lɐʔon
laos	lɐʔos
laot	laʔot
lapa	lapɐʔ
lapa	lɐpaʔ
lapaan	lapaʔɐn
lapaan	lɐpɐʔan
lapad	lapɐd
lapad	lɐpad
lapag	lɐpaɡ
lapain	lɐpaʔɪn
lapas	lɐpas
lapastangan	lɐpɐstaŋɐn
lapastanganin	lɐpɐstɐŋanɪn
lapat	lapɐt
lapat	lɐpat
lapi	lapɪʔ
lapida	lapɪdɐ
lapig	lapɪɡ
laping	lɐpiŋ
lapirot	lɐpiɾot
lapirot	lɐpɪɾot
lapisa	lɐpɪsaʔ
lapit	lapɛt
lapit	lapɪt
lapit	lɐpit
lapit	lɐpɛt
laplap	lɐplap
lapnis	lɐpnis
lapnit	lɐpnit
lapnos	lɐpnos
lapok	lapok
lapok	lɐpok
lapot	lapot
laptrip	laptɾɪp
lapulapu	lapʊlapʊ
lapurit	lɐpuɾɪt
lapurit	lɐpʊɾit
lapya	lɐpjaʔ
lapyad	lɐpjad
lara	laɾɐʔ
larang	laɾɐŋ
larangan	lɐɾaŋɐn
larawan	lɐɾawɐn
laray	laɾaɪ̯
larga	laɾɡɐ
larga	lɐɾɡa
laris	lɐɾis
laro	lɐɾo
laro	lɐɾoʔ
larot	lɐɾot
laroy	laɾoɪ̯
laroy	lɐɾoɪ̯
laruan	laɾʊʔan
laruan	lɐɾʊʔan
laryo	lɐɾjo
lasa	lasɐ
lasa	lasɐʔ
lasa	lɐsaʔ
lasak	lasɐk
lasak	lɐsak
lasap	lɐsap
lasaw	lasaʊ̯
lasaw	lɐsaʊ̯
lasenggera	lɐsɛŋɡɛɾɐ
lasenggero	lɐsɛŋɡɛɾo
lasenggo	lɐsɛŋɡo
lasgas	lɐsɡas
lasing	lɐsiŋ
lasinggera	lɐsɪŋɡɛɾɐ
lasinggero	lɐsɪŋɡɛɾo
lasingin	lɐsɪŋin
laskuta	lɐskutɐʔ
laslas	lɐslas
laso	laso
laso	lasoʔ
laso	lɐsoʔ
lasog	lɐsoɡ
lason	lason
laspag	lɐspaɡ
lastag	lɐstaɡ
lastay	lɐstaɪ̯
lastiko	lastɪxo
lasuna	lɐsʊna
lasuna	lɐsʊnaʔ
lasunin	lɐsunɪn
laswa	lɐswaʔ
lata	latɐ
lata	lɐtaʔ
latag	latɐɡ
latag	lɐtaɡ
latak	latɐk
latak	lɐtak
latay	lataɪ̯
lathala	lɐthalɐʔ
lathala	lɐthɐlaʔ
lathalain	lɐthɐlɐʔin
lati	latɪʔ
latigo	latɪɣo
latik	lɐtik
latitud	lɐtɪtud
lato	lɐto
lato	lɐtoʔ
latok	latok
latok	lɐtok
latoy	lɐtoɪ̯
latundan	lɐtʊndan
lauriat	loɾjɐt
lauya	lɐʔujɐ
lawa	lawɐʔ
lawaan	lɐwaʔɐn
lawaan	lɐwɐʔan
lawak	lawɐk
lawas	lawɐs
laway	lawaɪ̯
laway	lɐwaɪ̯
lawi	lɐwi
lawig	lawɪɡ
lawig	lɐwiɡ
lawin	lawɪn
lawing	lɐwiŋ
lawit	lawɪt
lawit	lɐwit
lawlaw	laʊ̯laʊ̯
lawrel	laʊ̯ɾɛl
lawulta	lɐwʊlta
laya	lajɐ
laya	lajɐʔ
laya	lɐjaʔ
layag	lajɐɡ
layag	lɐjaɡ
layak	lɐjak
layas	lajɐs
layas	lɐjas
layaw	lajaʊ̯
layaw	lɐjaʊ̯
laylagnat	laɪ̯lɐɡnat
laylay	laɪ̯laɪ̯
laylayan	laɪ̯lajɐn
layo	lajoʔ
layo	lɐjoʔ
layog	lajoɡ
layon	lajon
layon	lɐjon
layter	laɪ̯tɛɾ
layunin	lɐjunɪn
laywan	laɪ̯wan
lealista	lɛɐlistɐ
lebadura	lɛbɐduɾɐ
lebel	lɛbɛl
leche	lɛtʃɛ
lechias	lɛtʃiɐs
leeg	lɛʔɛɡ
legwas	lɛɡwɐs
lehislasyon	lɛhɪslɐʃon
lehislatura	lɛhɪslɐtuɾɐ
lehitimo	lɛhitɪmo
lehiya	lɛhiɐ
lehiya	lɛhɪa
lekat	lɛxɐt
leksikograpiko	lɛksɪxoɡɾapɪxo
leksikograpiya	lɛksɪxoɡɾɐpiɐ
leksikograpo	lɛksɪxoɡɾɐpo
leksiyon	lɛkʃon
leksiyon	lɪkʃon
lelang	lɛlɐŋ
lelong	lɛloŋ
lemur	lɛmʊɾ
lengguwa	lɛŋɡwɐ
lengguwahe	lɛŋɡwahɛ
lente	lɛntɛ
lentehas	lɛntɛhɐs
leopardo	lɛopaɾdo
lesbiyana	lɛsbjanɐ
lesbyana	lɛsbjanɐ
leslie	lɛslɪ
lespu	lɛspʊ
letaniya	lɛtɐniɐ
lete	lɛtɛ
leteng	lɛtɛŋ
letmaku	lɛtmɐxʊ
letra	lɛtɾɐ
letrina	lɛtɾinɐ
letse	lɛtʃɛ
letson	lɛtʃon
letsugas	lɛtʃuɣɐs
libag	lɪbaɡ
libak	lɪbak
liban	libɐn
liban	lɪban
libang	lɪbaŋ
libay	lɪbaɪ̯
liberalisasyon	lɪbɛɾɐlɪsɐʃon
liberasyon	lɪbɛɾɐʃon
libertaryanismo	lɪbɛɾtɐɾjɐnismo
libid	libɪd
libid	lɪbid
libing	lɪbiŋ
libingan	lɪbiŋɐn
libingan	lɪbɪŋan
libis	lɪbis
liblib	lɪblib
libo	libo
libo	lɪbo
libog	liboɡ
libot	libot
libot	lɪbot
libra	libɾɐ
libre	libɾɛ
libre	lɪbɾɛ
libreriya	lɪbɾɛɾiɐ
librito	lɪbɾito
libro	lɪbɾo
libtos	lɪbtos
libumbon	lɪbʊmbon
libuntaon	libʊntɐʔon
lider	lidɛɾ
liderato	lɪdɛɾato
liempo	ljɛmpo
liga	liɣɐ
ligalig	lɪɣalɪɡ
ligalig	lɪɣɐliɡ
ligamento	lɪɣɐmɛnto
ligamgam	lɪɣɐmɡam
ligat	liɣɐt
ligata	lɪɣatɐʔ
ligaw	liɣaʊ̯
