0χι	oxi
κατακόρυφα	katakoˈɾifa
κατακρίνεις	katakˈriniːs
κατακρίνω	katakrinɔ
κατακτήσει	katakˈtisɛ
κατακτήσεις	katakˈtisis
κατάκτηση	kaˈtaktisɪ
κατακτήσουμε	katakˈtisume
κατακτήσουν	katakˈtisun
κατακτήσω	katakˈtisɔ
κατακτητές	katakitis
κατακτητή	katakitiˈti
κατακτητής	kataktitis
καταλα	katala
καταλαβα	katalava
κατάλαβα	kaˈtalava
καταλαβαίvεις	katalaˈveis
καταλαβαίvω	katalaˈveɪvo
καταλάβαινα	katalaβajna
καταλαβαίναμε	katalaˈvaine
καταλάβαιναν	katalaβe̞i̯nɑ̝n
καταλαβαίνατε	katalaˈvajnate
καταλάβαινε	katalaˈvɛne
καταλαβαίνει	katalaˈvɛni
καταλαβαίνεις	katalaˈvɛni
καταλαβαινεις	katalaβeˈnis
καταλάβαινες	katalaˈvines
καταλαβαίνεται	katalaβeˈiɲte
καταλαβαίνετε	katalaˈvinenɛ
καταλαβαινόμαστε	katalaβiˈnomaste
καταλαβαίνουμε	katalaˈvɛnume
καταλαβαίνουν	katalaˈvɛn
καταλαβαίνω	katalaˈvino
καταλαβαινω	katalaβino
καταλάβαμε	katalaβame
κατάλαβαν	kaˈtalavan
καταλάβατε	katalaβate
κατάλαβε	kaˈtalavi
κατάλαβέ	kaˈtalavε
καταλαβει	katalaˈvi
καταλάβει	katalaˈvi
καταλάβεις	katalaˈvis
καταλαβεις	katalaviˈsis
κατάλαβες	kaˈtalaves
καταλαβες	katalaβes
καταλάβετε	katalaβete
καταλάβουμε	katalaˈvume
καταλάβουν	katalaˈvun
καταλάβω	katalavo
καταλαβω	katalaβo
καταλάθος	katalaθos
καταλαμβάνει	katalambaˈni
καταλαμβάνουν	katalambaˈnun
καταλήγαμε	kataliɣame
καταλήγει	kataliʝi
καταλήγεις	kataliˈʝis
καταλήγουμε	kataliɣume
καταλήγουν	kataliɣun
καταλήγω	kataliɣo
καταλήξαμε	kataliksame
καταλήξατε	kataliksate
καταλήξει	kataliːksi
καταλήξεις	katalikses
καταλήξετε	kataliksete
κατάληξη	kaˈtalixi
καταλήξουμε	kataliksume
καταλήξουν	kataliˈksun
καταλήξω	kataliˈksɔ
καταληφθεί	kataliˈθi
κατάληψη	kaˈtalipsi
καταλίνα	kataliˈna
κατάλληλα	kaˈtalila
κατάλληλες	kaˈtaliles
καταλληλη	katalili
κατάλληλη	kaˈtalilɪ
κατάλληλο	kaˈtalilo
κατάλληλοι	kaˈtaliloj
κατάλληλος	kaˈtalilos
κατάλληλους	kaˈtalilos
καταλλήλως	kataliˈlos
κατάλογο	kaˈtaloɣo
κατάλογος	kaˈtaloɣos
καταλόγου	katalaˈɣu
καταλόγους	katalaˈɣos
κατάλοιπα	kaˈtalopɪ
κατάλοιπο	kaˈtalojpo
κατάλυμα	kaˈtalima
καταλύματα	katali'mata
καταλύτης	katalˈitis
κατάματα	kaˈtamata
καταμέτρηση	katameˈtɾisi
κατάμουτρα	kaˈtamutra
κατάμπρα	kaˈtampra
καταναλώνει	katanaˈlɔmi
καταναλώνουν	katanaˈlonun
κατανάλωση	katana'losi
κατανάλωσης	katanaˈlosis
καταναλωτές	katanaˈlotes
καταναλωτή	katanaˈlosti
καταναλωτών	katanaˈloton
κατανοεί	katanoˈi
κατανοείς	katanoˈis
κατανοείτε	katanoˈite
κατανοήσει	katanoˈisi
κατανοήσεις	katanoˈises
κατανοήσετε	katanoˈisete
κατανόηση	katanoˈisi
κατανόησή	katanoˈisi
κατανόησης	katanoˈisis
κατανοήσουμε	katanoˈisume
κατανοήσουν	katanoˈʝsun
κατανοήσω	katanoˈiso
κατανοητή	katanoˈiti
κατανοητό	katanoˈito
κατανοητός	katanoˈitos
κατανομή	katanoˈmi
κατανοούμε	katano'ume
κατανοούν	katanoˈun
κατανοώ	katanoo
καταντάει	katanˈdei
κατάντησα	kaˈtanitisɐ
κατάντησε	kaˈtandite
καταντήσει	katanˈdisi
κατάντησες	kaˈtanitisɛs
καταπακτή	katapaˈktʰi
καταπάνω	katapaˈno
καταπάτηση	katapaˈtisi
καταπατητές	katapatiˈtes
κατάπαυση	kaˈtapafsi
κατάπια	kaˈtapia
κατάπιε	kaˈtapiɛ
καταπιεί	katapiˈi
καταπιείς	katapiˈis
κατάπιες	kaˈtapiːs
καταπίεση	katapiˈesi
καταπίεσης	katapiˈesis
καταπιεσμένη	katapiezˈmeni
κατάπινε	kaˈtapiːne
καταπίνει	katapiˈni
καταπίνεις	katapiˈnis
καταπίνω	katapˈino
καταπίστευμα	katapˈistefma
καταπιώ	katapiˈo
καταπληκτικά	kataplik'tika
καταπληκτικές	katapliˈktikes
καταπληκτική	katapliˈktikɪ
καταπληκτικό	katapliɣtiko
καταπληκτικοί	katapliktiˈci
καταπληκτικός	katapliˈktikos
κατάπληκτος	kaˈtapliktos
καταπολέμηση	katapoˈlimisi
καταρα	katara
κατάρα	kaˈtara
καταραμένα	kataraˈmena
καταραμένε	kataraˈmene
καταραμένες	katara'menes
καταραμένη	kataraˈmeni
καταραμένο	kataraˈmeno
καταραμενο	kataraˈmenɔ
καταραμένοι	kataraˈmeni
καταραμένος	kataraˈmenos
καταραμένους	kataraˈmenus
καταραμένων	kataraˈmenon
κατάρας	kaˈtaras
καταραστεί	kataraˈsti
καταράστηκε	katara'stiste
κατάργηση	kaˈtaɾʝisi
κατάρες	kaˈtares
καταριέμαι	katariˈɛme
καταρίνα	katarina
καταρράκτες	katarˈraktes
καταρράκτη	katarˈkti
καταρράκτης	katarˈraktis
καταρρέει	katarˈrei
καταρρέουν	katarˈreun
καταρρεύσει	katarˈleu̯si
καταρρεύσεις	katar'leusi
κατάρρευση	kaˈtarifseus
κατάρρευσης	kaˈtaɾivsi
καταρρεύσουν	katarˈleu̯sun
καταρρεύσω	katarˈleso
καταρρέω	katarˈreo
καταρρίφθηκε	katarˈriftike
κατάρτι	kaˈtarti
κατάρτιση	kaˈtartisi
κατάρτισης	kaˈtartisɪs
καταρχάς	katarˈxas
καταρχήν	katarˈçiːn
κατασκευάζει	kataskevaˈzi
κατασκευάζουν	kataskɛˈvazun
κατασκεύασαν	kataskɛˈvasan
κατασκεύασε	katasˈkfjase
κατασκευάσει	kataskivasi
κατασκεύασμα	katasˈkɛvasma
κατασκευασμένα	kataskivasˈmena
κατασκευασμένη	kataskuvaz'meni
κατασκευασμένο	kataskɛvazˈmeno
κατασκευάσουμε	kataskivazuːme
κατασκευαστεί	kataskivastʰi
κατασκευαστές	kataskivasˈtis
κατασκευαστή	kataskivasti
κατασκευάστηκαν	kataskuˈvaste
κατασκευάστηκε	kataskivˈastike
κατασκευαστής	kataskivasˈtis
κατασκευαστική	kataskevastiki
κατασκευάσω	kataskuˈvaso
κατασκευές	kataskivés
κατασκευή	kataskiˈvi
κατασκευής	kataskivis
κατασκευών	kataskuˈon
κατασκηνώσει	kataskinɔˈsi
κατασκηνώσεις	katasciˈnotes
κατασκήνωση	katasciˈnosi
κατασκήνωσης	katasciˈnosis
κατασκηνώσουμε	katasciˈnosume
κατασκηνωτές	kataskinoˈteses
κατασκοπεία	kataskopiˈa
κατασκοπείας	kataskopiˈas
κατασκόπευε	katasˈkɔpevɛ
κατασκοπεύει	kataskaˈpuvi
κατασκοπεύεις	kataskaˈpueis
κατασκόπευες	kataskɔˈpivɛs
κατασκοπεύουν	kataskaˈpuvun
κατασκοπεύσεις	kataskaˈpɛvsiɣes
κατασκοπεύσω	kataskopeˈvso
κατασκοπεύω	kataskopeˈvo
κατασκοπία	kataskopia
κατασκοπίας	kataskaˈpis
κατάσκοπο	kaˈtaskapo
κατάσκοποι	kaˈtaskapi
κατάσκοπος	kaˈtaskaipos
κατασκόπου	katasˈkopu
κατασκόπους	kataskópos
κατασκόπων	kataskópon
καταστάσεις	katastaˈsis
καταστάσεων	katasteˈsjon
κατάστασή	kaˈtastaˌsi
κατάσταση	kaˈtastis
κατασταση	katastisi
κατάστασης	kaˈtastasi
κατάστασής	kaˈtastaˌsis
καταστατικό	katastaˈtiko
καταστεί	katasˈti
καταστημα	katasˈtima
κατάστημα	kaˈtastima
κατάστημά	kaˈtastima
καταστήματα	katastɪˈmata
καταστήματος	katastimɔs
καταστημάτων	katastiˈmates
καταστήσει	katastisi
καταστολή	katastoli
καταστολής	katastoˈlis
καταστραφεί	katastraˈfi
καταστραφείς	katastraˈfis
καταστράφηκα	katastroˈfika
καταστραφήκαμε	katastraˈfikame
καταστράφηκαν	katastroˈfika
καταστράφηκε	katastraˈfiçe
καταστραφούμε	katastraˈfume
καταστραφούν	katastraˈfun
καταστραφώ	katastraˈfo
καταστρέφει	katastɾeˈfi
καταστρέφεις	katastɾeˈfis
καταστρέφεται	katasˈtrefite
καταστρέφετε	katasˈtrefete
καταστρέφονται	katasˈtrɛfontai
καταστρέφοντας	katastɾeˈfonɾas
καταστρεφόταν	katastreˈfotan
καταστρέφουμε	katastɾeˈfume
καταστρέφουν	katasˈtrefun
καταστρέφω	katasˈtrefɣo
καταστρέψαμε	katasˈtɾepsame
καταστρέψατε	katastɾepsate
κατάστρεψε	kaˈtastɾevse
καταστρέψει	katastɾeˈpsi
καταστρέψεις	katastɾepsis
κατάστρεψες	kaˈtastrefses
καταστρέψετε	katasˈtrefsete
καταστρέψουμε	katastɾepsuˈme
καταστρέψουν	katastɾepsun
καταστρέψτε	katasˈtɾepste
καταστρέψω	katasˈtɾepso
καταστροφέα	katastɾoˈfʝa
καταστροφέας	katastroˈfes
καταστροφές	katastroˈfes
καταστροφη	katastrofi
καταστροφή	katastrofi
καταστροφής	katastɾoˈfis
καταστροφικά	katastɾofika
καταστροφικές	katastɾofikɛs
καταστροφική	katastrofiˈki
καταστροφικό	katastrofiko
καταστροφών	katastro'foːn
κατάστρωμα	kaˈtastroma
καταστρώματα	katastroːmata
κατασχεθεί	katasçeˈθi
κατασχέθηκαν	katasˈçeθan
κατασχέθηκε	kataskˈitʃe
κατασχέσει	kataskʰeˈsi
κατασχέσεις	kataskaˈʃisis
κατάσχεση	kaˈtashçesi
καταταγεί	katataˈʝi
καταταγείς	katataˈʝis
καταταγώ	katataɣo
κατάταξη	kaˈtataksi
κατατάχθηκα	katataxθika
κατατάχθηκε	katataˈtʃe
κατατάχτηκα	katataxtiˈka
κατατεθεί	katateˈθi
κατατεθέν	katateθen
κατατόπια	katato'pia
κατατρόμαξε	katatroˈmaxe
κατατρόμαξες	katatroˈmaxes
κατατρώει	katatroˈi
καταυλισμό	kataˈvilzimo
καταυλισμός	katavlizˈmos
καταυλισμού	katavlimós
καταυλισμούς	katavlizˈmos
κατάφερα	kaˈtafeɾa
καταφερα	katɑfera
καταφέραμε	katafere̞me
καταφεραμε	katɐfeɾame
κατάφεραν	kaˈtaferan
καταφέρατε	kat̪aferate
κατάφερε	kaˈtaferi
καταφερε	katɑɾeˈfe
καταφερει	katafeˈri
καταφέρει	kata'feri
καταφέρεις	kat̪aˈfeɾis
καταφερεις	katɑfeˈris
κατάφερες	kaˈtafeɾes
καταφερες	katɑfeɾes
καταφέρετε	kat̪aˈfeɾete
κατάφερνα	kaˈtaferna
καταφέρναμε	kat̪aˈfeɾname
κατάφερναν	kaˈtafernan
κατάφερνε	kaˈtaferne
καταφέρνει	kata'ferni
καταφέρνεις	kat̪aˈfernis
κατάφερνες	kaˈtafernes
καταφέρνετε	katɑˈfeɾnete
καταφέρνουμε	kata'feronume
καταφέρνουν	kata'fernu
καταφέρνω	kata'ferno
καταφερουμε	katɑfeˈɾume
καταφέρουμε	katɑˈfeɾume
καταφέρουν	kataˈferon
καταφερω	katafero
καταφέρω	kat̪aˈfero
καταφθάνει	kataˈfθani
καταφθάνουν	kataˈfaθan
καταφύγει	kataˈfiʝi
καταφύγια	kataˈfiʝia
καταφύγιο	kataˈfiʝio
καταφύγιό	kataˈfiʝio
καταφυγιο	kataˈfiʝo
κατάχρηση	kaˈtaxrisi
κατάχρησης	kaˈtaxrisis
καταχωρηθεί	katakɔriˈθi
καταχωρήθηκε	katakɔˈritse
καταχωρημένη	katakɔriˈmini
καταχωρημένο	katakɔriˈmeno
καταχωρημένος	katakɔriˈmos
καταχωρήσεις	katakɔˈrisis
καταχώρηση	katakɔˈrisɛ
καταψύκτη	katapsiˈktʝi
κατάψυξη	kaˈtapsikʝi
κατεβα	kateva
κατέβα	kaˈteva
κατεβάζει	kateˈvazi
κατεβάζεις	kateˈvazi
κατεβάζουμε	kateˈvazume
κατεβάζουν	kateˈvazon
κατεβάζω	kate'vazo
κατέβαινα	kaˈteβe̞na
κατέβαινε	kaˈteβeɲe
κατεβαίνει	kateˈβeni
κατεβαίνεις	kateˈvɛnis
κατεβαίνετε	kateˈvɛnete
κατεβαίνοντας	kateβai̯ˈnondes
κατεβαίνουμε	kateˈvɛnume
κατεβαίνουν	kate'vɛnuːn
κατεβαίνω	kateˈvɛno
κατέβαλε	kaˈtevale
κατέβασα	kaˈtevasa
κατέβασαν	kaˈtevasan
κατέβασε	kaˈtevasɛ
κατέβασέ	kaˈtevasɛ
κατεβάσει	kate'vesi
κατεβάσεις	kate'vases
κατέβασες	kaˈtevases
κατεβάσετε	kate'vasete
κατέβασμα	kaˈtevasma
κατεβασμένα	katevasˈmena
κατεβασμένο	katevasˈzmeno
κατεβάσουμε	kate'vasume
κατεβάσουν	kate'vasun
κατεβάστε	kate'vaste
κατεβάσω	kate'vaso
κατεβεί	kateˈvi
κατέβει	kaˈtevi
κατεβείς	kateˈvis
κατέβεις	kaˈtevis
κατεβείτε	kateˈvite
κατέβηκα	kaˈtiβika
κατεβήκαμε	katevikame
κατέβηκαν	kaˈtibɪka(n)
κατέβηκε	kaˈtiβiçe
κατέβηκες	kaˈtibɛkes
κατεβούμε	kateˈvume
κατέβουμε	kaˈtevume
κατέβουν	kaˈtevun
κατεβώ	kateˈvo
κατέβω	kaˈtevo
κατέγραφε	kaˈteɾɣe
κατέγραψα	kaˈteɣrapsa
κατέγραψαν	kaˈteɣrapsan
κατέγραψε	kaˈteɣrafse
κατέγραψες	kaˈteɣrapses
κατεδάφιση	katɛˈðafisɛ
κατέδωσε	kaˈteðɔse
κατέθεσα	kaˈteθesa
κατέθεσαν	kaˈteθesan
κατέθεσε	kaˈteθese
κατέθεσες	kaˈteθes
κατέθετε	kaˈteteve
κατειλημμένο	kateliˈlemmeno
κατείχε	kaˈtiçe
κατέκτησε	kaˈtɛksɛ
κατέλαβαν	kaˈtelavan
κατέλαβε	kaˈtelavε
κατέληγα	kaˈteliga
κατέληγαν	kaˈtelɛɣan
κατέληγε	kaˈteliʝe
κατέληγες	kaˈteles
κατέληξα	kaˈteliːksa
κατέληξαν	kaˈteliksan
κατέληξε	kaˈteliɣe
κατέληξες	kaˈteleses
κάτερ	kaˈter
κατεργάρη	kateɾˈɣari
κατεργάρης	kateɾˈɣaɾis
κατερίνα	kateˈrina
κατέρρεε	kate'ree
κατέρρευσαν	kate'reu̯san
κατέρρευσε	katereuse
κατεστημένο	katestiˈmeno
κατέστησε	kaˈtistesi
κατεστραμμένα	katestramˈmena
κατεστραμμένη	katestramˈmini
κατεστραμμένο	katestra'mmeɲo
κατεστραμμένος	katestramːnos
κατέστρεφα	kaˈtestrefe
κατέστρεφαν	kaˈtestrefan
κατέστρεφε	kaˈte̞strefe
κατέστρεψα	kaˈte̞strepsa
κατέστρεψαν	kaˈtestrepsan
κατέστρεψε	kaˈte̞stɾevse
κατέστρεψες	kaˈtestrepses
κατευθείαν	katefˈθia̯n
κατευθειαν	katefθjan
κατευθύνει	katefˈθini
κατευθύνεις	kateˈfinis
κατευθύνεται	katefˈθinete
κατευθυνθείτε	katefθinˈtite
κατευθύνθηκε	katefˈθinse
κατευθυνθούμε	katefθunˈθume
κατευθύνομαι	katefˈθinome
κατευθυνόμαστε	kateviθiˈnomaste
κατευθύνονται	kateˈθinɔn
κατευθυνόταν	katefθinoˈtan
κατευθύνσεις	katefˈθinsi
κατεύθυνση	kaˈtefθinse
κατεύθυνσης	kaˈtefθinsis
κατευθύνω	katefˈθino
κατέφθασε	kaˈtefθase
κατέχει	kaˈteçi
κατέχεις	kaˈtexis
κατέχουν	kaˈtexon
κατέχω	kaˈtexo
κατεψυγμένα	katepsiɣˈmena
κατεψυγμένο	katepsiɣˈmeno
κατη	kati
κατήγγειλε	kaˈtiŋɟile
κατηγορεί	kaɣitɔˈri
κατηγορείς	kaɪtɔɣoˈrin
κατηγορείσαι	kaɣitɔˈrisɛ
κατηγορείστε	kaɣitoˈriste
κατηγορείται	kaɣitɔˈrietis
κατηγορείτε	kaɪtɔɾiˈʝiːte
κατηγορηθεί	katiɣoriˈθi
κατηγορηθείς	katiɣoriˈθis
κατηγορήθηκε	kaɣitɔriˈiða
κατηγορηθώ	katiɣoriˈθo
κατηγορηματικά	katiɣorimatika
κατηγόρησα	katiˈɣorisa
κατηγόρησαν	katiˈɣorisan
κατηγόρησε	katiˈɣoɾesi
κατηγορήσει	kaɣitɛɾiˈsi
κατηγορήσεις	kaɣitoriˈises
κατηγόρησες	katiˈɣorises
κατηγορήσετε	kaɣitoriˈisete
κατηγορήσουμε	kaɣitoriˈsume
κατηγορήσουν	kaɣitoˈrisun
κατηγορήσω	kaɣitɔˈriso
κατηγορητήριο	katiɣoriˈtiɾio
κατηγορία	kaɣitoˈria
κατηγορια	kaɣitɔˈria
κατηγορίας	kaðituˈrias
κατηγορίες	katiɣoriˈoʁi
κατηγοριών	katiɣoriˈon
κατήγορο	kaˈtiɣoro
κατήγορος	kaˈtiɣoɾos
κατηγορούμαι	katiɣoˈrumi
κατηγορούμε	katiɣoˈrume
κατηγορουμένη	kaɣitɔɾuˈmini
κατηγορούμενη	katiɣoˈrumi
κατηγορούμενο	katiɣoˈrumeno
κατηγορούμενοι	katiɣoˈrumeni
κατηγορούμενος	katiɣoˈrumenos
κατηγορουμένου	kaɣitɛɾomɛˈnu
κατηγορούμενου	katiɣoˈrumenu
κατηγορούν	katiɣoˈruːn
κατηγορούνται	katiɣoˈrundi
κατηγορούσα	katiɣoˈrusa
κατηγορούσαν	katiɣoˈrusan
κατηγορούσε	katiɣoˈruse
κατηγορώ	kaɣitɛˈɾo
κατηγορώντας	kaɣitɛɾiˈɔns
κατηφόρα	kati'fora
κατηχητικό	katiçɪtiˈko
κατι	kati
κάτι	kati
κάτια	kaˈtia
κάτλερ	ˈkatler
κάτνις	ˈkatinis
κατοικεί	katiˈci
κατοικείται	katiˈcideis
κατοικημένη	kaˈtʝimini
κατοικία	katiˈcia
κατοικίας	kaˈtʝias
κατοικίδια	katoi'kiðia
κατοικίδιο	katoiˈciðio
κατοικίδιό	katoi̯ciˈðʝo
κατοικίδιων	katikiðion
κατοικίες	katikiˈa
κατοικιών	katiɔiˈon
κάτοικο	kaˈtiko
κάτοικοι	kaˈtikoʝ
κάτοικος	kaˈtɔikos
κατοικούν	katiˈkun
κατοίκους	kaˈtikus
κατοίκων	kaˈtikɔn
κατολίσθηση	katoliθθisi
κατόπι	kaˈtopi
κατόπιν	kaˈtopin
κατόρθωμα	kaˈtoɾθoma
κατορθώματα	katoɾθomata
κατορθώματά	katoɾθomaˈta
κατοστάρικα	kato'starika
κατούρα	kaˈtura
κάτουρα	kaˈtura
κατουράει	katu'rai
κατουράνε	katuˈrane
κατουράς	katu'ras
κατουράω	katu'rao
κατουρήθηκα	katuˈriːθika
κατουρήθηκε	katuˈritesi
κατουρηθώ	katuriθo
κατούρημα	kaˈturiːma
κατούρησα	kaˈturiːsa
κατούρησε	kaˈturiːse
κατουρήσει	katuˈrisi
κατουρήσεις	katuˈrises
κατούρησες	kaˈturiːses
κατουρήσω	katuˈriso
κατουριέμαι	katuɾiˈeme
κάτουρο	kaˈturo
κατοχή	katoˈxi
κατοχής	katoˈçis
κάτοχο	kaˈtoxo
κάτοχος	kaˈtoxos
κατρίν	katriːn
κατρίνα	kaˈtrina
κατσαβίδι	katsaˈviði
κάτσαμε	ˈkatsame
κατσαρίδα	katsariða
κατσαρίδες	katsaˈɾiðes
κατσαρόλα	katsa'rola
κατσαρόλας	katsaˈɾola
κατσαρόλες	katsaˈɾoles
κατσε	katse
κάτσε	ˈkatsɛ
κάτσει	ˈkatsi
κάτσεις	ˈkates
κάτσετε	ˈkatsete
κατσίκα	kaˈtsika
κατσίκας	kaˈtsika
κατσίκες	katˈsikes
κατσικίσιο	katsiˈcisio
κάτσουμε	ˈkatsume
κάτσουν	ˈkatson
κατσούφης	katsuˈfisis
κατσουφιάζεις	katsufiˈazi
κάτσω	ˈkatos
κατω	kato
κάτω	kaˈto
κάτω-κάτω	ˈkatoˈkato
κατώτατο	kaˈtotato
κατώτερα	kaˈtoreɾa
κατώτερη	kaˈtoteri
κατώτερο	kaˈtowteɾo
κατώτεροι	kaˈtowteri
κατώτερος	kaˈtoɾos
κατώφλι	kaˈtofli
καυγά	kavaɣa
καυγάδες	kavaˈɣaðes
καυγάς	kavaˈɣas
καύλα	kaˈvla
καύλες	kaˈvles
καυλί	kaʊ̯ˈli
καυλωμένος	kaʊloˈmenos
καύση	kaˈfsi
καύσης	kaˈfsi
καύσιμα	kaˈusima
καύσιμο	kaˈusimo
καυσίμου	kafsimu
καυσίμων	kafsimo̞n
καυσόξυλα	kaʊ̯ˈsɔksila
καυστήρα	kaˈfistiɾa
καύσωνα	kaˈusona
καυτά	kaˈfta
καυτερή	kafteri
καυτερό	kaftero
καυτές	kaftes
καυτή	kafti
καυτό	kaˈuto
καυτοί	kafti
καυτός	kaftos
καυχιέμαι	kaʝiˈeme
καυχιέσαι	kaʝiˈese
καυχιέται	kaɣiˈcete
καυχιόταν	kaʝiˈotan
καφάσι	ka'fasɪ
καφε	kafe
καφέ	kaˈfe
καφέ	ka̞ˈfe
καφεδάκι	kafeðaˈci
καφέδες	kaˈfedes
καφεΐνη	kafeˈini
καφενείο	kafeˈnio
κάφερτι	kaˈfeɾti
καφές	kaˈfes
καφές	ka̞ˈfe̞s
καφετέρια	kafeˈtʰeɾʝa
καφετέριας	kafeˈterias
καφετέριες	kafeˈterjes
καφετί	kafeˈti
καφετιέρα	kafetçera
καφετιέρα	kafeˈtʰiera
κάφκα	kafka
κάφρι	ka'fri
καχύποπτη	kaçipo̞pti
καχύποπτος	kaçi'poptos
καχυποψία	kaçipoˈpsia
κάψ	kaps
κάψα	kaˈpsa
κάψαμε	kaˈpsame
κάψε	kapsɛ
κάψει	kaˈpsi
κάψεις	kaˈpsiːs
κάψετε	kaˈpsete
καψίματα	kaˈpsima
καψίματος	kapsi'matos
κάψιμο	ˈkapsimo
καψόνια	kaˈpsonia
κάψουλα	ˈkapsula
κάψουλες	kaˈpsules
κάψουμε	kaˈpsume
κάψουν	kaˈpsun
καψούρα	kaˈpsura
κάψτε	kaˈpste
κάψω	kaˈpso
καώ	kao
κβαντική	ˈkvantikɪ
κβαντικής	ˈkvantikɪ
κβαντικό	ˈkvantiko
κε	ce
κεβ	kev
κεβιν	kevɪn
κέβιν	kevɪn
κεελπνο	kelpno
κέη	ci
κέηκ	ciːk
κέην	ciːn
κέητ	ceɾi
κέητι	citi
κέι	ce
κει	ci
κεί	ci
κέιζον	cezon
κέικ	ceːk
κεικ	ciɛk
κέικο	ceko
κέιλ	ciɛl
κέιλα	cila
κέιλεμπ	ciˈlɛmp
κέιλι	cili
κέιλιν	ciˈlin
κέιμαν	ciˈman
κείμενα	ciˈmena
κείμενο	ciˈmeno
κειμένου	ciˈmeno
κειμήλια	ciˈmilja
κειμήλιο	ciˈmilio
κέιμπ	kiːmp
κέιμπλ	kiːmbl
κέιμπριτζ	kiːmbridʒ
κέιν	ciːn
κείνα	ciˈna
κέιναν	ciˈnan
κείνες	cines
κείνη	ciˈni
κείνην	ciˈni
κείνο	ciˈno
κείνον	ciˈnon
κείνους	ciˈnus
κέιντ	ciːnt
κέιντεν	ciːten
κέιπ	ciːp
κέις	ceːs
κέισι	cisi
κέϊτ	ciːt
κειτ	ci't
κέιτ	ciˈt
κείτεται	ciˈteti
κέιτζ	kits
κέιτι	ciˈti
κέιτλιν	ciˈtlin
κέιτο	cito
κείτονται	ciˈtonde
κείτονταν	ciˈtondan
κέιτυ	ciˈti
κέιχιλ	ciçil
κεκάκι	ceˈkaki
κεκάκια	ce'kakia
κελ	kel
κέλ	kel
κελαηδούν	celaiðun
κελάρι	ceˈlari
κέλβιν	kelvin
κελεπούρι	cele'puri
κέλερ	keler
κέλερμαν	kelermɑn
κελευστή	celeftiː
κελευστής	celeˈfsti̯s
κελί	celi
κελι	cili
κέλι	cili
κελιά	ceˈlia
κελιού	celiˈu
κελλάρι	keˈlari
κέλλερ	kelɛr
κέλλυ	kelːi
κέλογκ	keloŋg
κέλσι	kelsi
κελσίου	kelˈsiu
κέλσο	kelso
κέλτον	kelton
κέλυ	kelʝ
κέλυφος	kelipos
κεμάλ	ceˈmal
κεμπ	kep
κεμπάπ	keˈbap
κεμπέκ	ceˈbek
κέμπριτζ	ˈkembridʒ
κεν	ken
κέν	ken
κενά	kená
κένεθ	kenɛθ
κένεντι	keniði
κένεντυ	keniðy
κενές	kenes
κένζι	kenzi
κενή	ciˈni
κένι	keni
κένιγκ	keniŋg
κέννεντι	keniˈdi
κέννεντυ	keniˈnti
κέννυ	keni
κενό	keno
κενόμπι	kenoˈmpi
κενός	kenos
κενού	kenu
κεντ	ken
κέντ	ken̪d
κέντα	kenda
κεντάκι	kenˈdaki
κένταλ	kenˈdal
κέντζι	ˈkendzi
κέντημα	kenˈtima
κέντρα	kenˈdra
κεντρί	kenˈdri
κέντρικ	kenˈdrik
κεντρικα	kendrika
κεντρικά	kendrika
κεντρικές	kendrikes
κεντρική	kendriki
κεντρικής	kendriki
κεντρικό	kenˈdɾiko
κεντρικός	kendriko̞s
κεντρικού	kendriku
κέντρο	ˈcentro
κεντρο	kendro
κέντρου	kenˈdro
κένυ	keni
κένυα	keni̯a
κέπλερ	kepleɾ
κέπνερ	cepner
κερ	ker
κεραία	keriˈa
κεραίες	keriˈes
κεράκια	kerakaia
κεραμικά	ceɾamiˈka
κέρας	keras
κερασάκι	kerasaˈci
κέρασε	kerase
κέρασέ	kerasɛ
κεράσει	kerasi
κεράσεις	kerasɪs
κεράσι	kerasi
κεράσια	kerasja
κέρασμα	kerasma
κερασμένα	kerasmena
κερασμένο	kerasˈmeno
κεράσουμε	ceˈɾasume
κεράσω	ceˈɾazo
κερατά	ceɾaˈta
κέρατα	kerata
κερατάς	kerataːs
κέρατο	kerato
κέρατό	kerato
κερατώνει	keratoˈni
κεράτωσε	keratose
κεραυνό	keravˈno
κεραυνοβόλος	ceraβoˈvolos
κεραυνοί	keravˈni
κεραυνός	ceɾevˈnos
κεραυνού	keravˈnu
κεραυνούς	keravinus
κέρδη	kerði
κερδηθεί	kerðeˈθi
κέρδιζα	kerðiza
κερδίζαμε	cerðiˈzame
κέρδιζαν	kerðiz̪an
κέρδιζε	kerðiˈze
κερδίζει	kerðízi
κερδίζεις	kerðiˈzis
κέρδιζες	kerðizɛs
κερδίζεται	kerðiˈzide
κερδίζετε	cerðiˈzete
κερδίζοντας	kerðiˈzondas
κερδίζουμε	kerðiˈzume
κερδίζουν	kerðiˈzun
κερδίζω	kerðiˈzo
κέρδισα	kerðisa
κερδίσαμε	kerˈðisma
κέρδισαν	kerðizan
κερδίσατε	kerðisate
κέρδισε	kerðisi
κερδισει	kerðisi
κερδίσει	kerˈðisi
κερδίσεις	kerˈðisis
κέρδισες	kerðises
κερδίσετε	cerðisete
κερδισμένοι	kerðisméno̞i
κερδισμένος	kerðizˈmenos
κερδίσουμε	cerðizume
κερδίσουν	cerðizun
κερδίστε	kerˈðiste
κερδίσω	kerˈðiso
κέρδος	ˈkerdos
κέρδους	kerðus
