00h	ɔh
познавате	pɔznaˈvate
познавач	pɔznaˈvatʃ
познаваш	pozˈnavaʃ
познаваше	poznaˈvaʃɛ
познае	pozˈnaɛ
познае	pɔznaɛ
познаеш	pɔznaɛʃ
познал	pɔzn̪al
познание	pɔznanijɛ
познаник	pozˈnaniːk
познаник	pɔznanik
познаници	pɔznanitsi
познаници	pɔzn̪aniʦi
познаничка	pɔznanitʃka
познанства	pozˈnasva
познанства	pɔznanstva
познанство	pɔznanstvɔ
познат	poznat
познат	pɔznat
позната	poˈznata
познатата	pozˈnatata
познати	pozˈnati
познатиот	pozˈnatiɔt
познатите	pozˈnitɛ
познато	pɔznato
познатото	pɔzn̪atɔtɔ
позначителен	pɔznatʃitɛlɛn
позол	pɔzɔɫ
позорникар	pɔzɔrnikar
позорникари	pɔzɔrnikaɾi
позрел	pɔzrɛɫ
поѕвечи	pɔdzvɛtʃi
поѕвони	pɔdzvɔni
пои	pɔi
поигра	pɔiˈgra
поигра	pɔigra
поиграм	pɔi̯ˈgram
поиграме	poigraˈme
поигран	pɔigran
поиграте	poigraˈtɛ
поиграш	poigraʃ
поигрив	pɔigrif
поигрува	poigruva
поигруваш	poigruvaʃ
поидеалистички	pɔidɛalistitʃki
поизвинувачки	pɔizvinuvatʃki
поизвонреден	pɔizvɔnrɛdɛn
поиздајнички	pɔizdajnitʃki
поизненадувачки	pɔiznɛnaduvatʃki
поила	pɔiɫa
поило	pɔiɫɔ
поим	poim
поим	pɔim
поима	poima
поима	pɔima
поиман	pɔiman
поимање	pɔimaɲɛ
поимбецилски	pɔimbɛtsiɫski
поимен	pɔimɛn
поименчен	pɔimɛntʃɛn
поименчи	pɔimɛntʃi
поименчува	pɔimɛntʃuva
поименчуван	pɔimɛntʃuvan
поименчување	pɔimɛntʃuvaɲɛ
поими	poimi
поими	pɔimi
поимлив	pɔimlif
поимливо	pɔimlivɔ
поимник	pɔimnik
поимот	pojimoʔ
поимпотентен	pɔimpɔtɛntɛn
поимпресивен	pɔimprɛsivɛn
поимпресионистички	pɔimprɛsijɔnistitʃki
поимпулсивен	pɔimpuɫsivɛn
поимски	pɔimski
поимун	pɔimun
поинаква	poˈinaˌkva
поинакви	poˈinaqi
поинакво	poi̯nakvo
поинаков	poˈinaːkɔf
поинаков	pɔinakɔf
поинаку	poˈinakʊ
поинаку	pɔinaku
поинвентивен	pɔiɱvɛntivɛn
поиндивидуалистички	pɔindividualistitʃki
поиндиректен	pɔindiɾɛktɛn
поинконтинентен	pɔiŋkɔntinɛntɛn
поиновативен	pɔinɔvativɛn
поинспиративен	pɔinspiɾativɛn
поинстинктивен	pɔinstiŋktivɛn
поинт	pɔint
поинтелектуален	pɔintɛlɛktualɛn
поинтелигентен	pɔintɛligɛntɛn
поинтензивен	pɔintɛnzivɛn
поинтересен	poi̯nɛˈriːsɛn
поинтересен	pɔintɛɾɛsɛn
поинтересна	poi̯nterɛsna
поинтересни	poi̯nterɛsni
поинтересно	pɔi̯nɛrɛsno
поинтровертен	pɔintrɔvɛrtɛn
поинтуитивен	pɔintuitivɛn
поинформативен	pɔiɱfɔrmativɛn
поинцестуозен	pɔintsɛstuɔzɛn
поиредентистички	pɔiɾɛdɛntistitʃki
поисклучителен	pɔiskɫutʃitɛlɛn
поискрен	pɔiskrɛn
поисполнителен	pɔispɔɫnitɛlɛn
поиспоснички	pɔispɔsnitʃki
поистоветен	pɔistɔvɛtɛn
поистовети	pɔistɔvɛti
поистоветува	pɔistɔvɛtuva
поистоветуван	pɔistɔvɛtuvan
поистоветување	pɔistɔvɛtuvaɲɛ
поитар	pɔitar
поитен	pɔitɛn
поитер	pɔitɛr
поитор	pɔitɔr
поитра	pɔitra
поитрава	pɔitrava
поитрана	pɔitrana
поитрата	pɔitrata
поитри	pɔitri
поитриве	pɔitrivɛ
поитрине	pɔitrinɛ
поитриов	pɔitrijɔf
поитрион	pɔitrijɔn
поитриот	pɔitrijɔt
поитрите	pɔitritɛ
поитро	pɔitrɔ
поитрово	pɔitrɔvɔ
поитроно	pɔitrɔnɔ
поитрото	pɔitrɔtɔ
поише	pɔiʃɛ
пој	pɔj
појава	pɔjaˈva
појава	pɔjava
појавам	pojaʋam
појаван	pɔjavan
појават	pojaat
појавата	pojaata
појавен	pɔjavɛn
појавеше	pojaʋeʃe
појави	pojaʋi
појавив	pojaviv
појавивте	pojavivte
појавија	pojavija
појавил	pojaviɫ
појавила	pɔjaviɫa
појавиле	poja'viɫe
појавило	pɔjaviɫo
појавиме	pojavime
појавите	pojaviːtɛ
појавиш	pojaʋiʃ
појавува	pojavuva
појавуваат	pojavuvaj
појавувам	pojavuvam
појавување	poja'vuvaŋɛ
појавување	pɔjavuvaɲɛ
појавувањето	pojavuvɛɲɛ
појавуваш	pojavuvaʃ
појавуваше	pojavuvaʃe
појавче	pɔjaftʃɛ
појадар	pɔjadar
појаден	pɔjadɛn
појадок	poˈjadɔk
појадок	pɔjadɔk
појадокот	poˈjadɔkɔt
појадоци	pɔjadɔtsi
појадува	pɔjaduva
појадувам	pojaːdʋam
појадуваме	pojaːduvamɛ
појадување	pɔjaduvaɲɛ
појадуваш	pojaːduvaʃ
појак	pojak
појак	pɔjak
појака	pɔjaka
појаки	poˈjaki
појако	pojako
појалов	pɔjaɫɔf
појаперен	pɔjapɛɾɛn
појас	pɔjas
појасен	poˈjassen
појасен	pɔjasɛn
појаси	pojasi
појаси	pɔjasi
појасите	pɔjasiːtɛ
појасна	poˈjasna
појаснам	poˈjasnam
појаснет	pɔjasnɛt
појасни	poˈjaisni
појасни	pɔjasni
појасниме	poˈjainsme
појасно	pojasno
појасно	pɔjasnɔ
појаснува	pɔjasnuva
појаснуван	pɔjasnuvan
појаснување	pɔjasnuvaɲɛ
појасот	pojasot
појача	pɔjatʃa
појачан	pojaʧan
појачан	pɔjatʃan
појачува	pɔjatʃuva
појачуван	pɔjatʃuvan
појачување	pojɑˈtʃavaɲɛ
појачување	pɔjatʃuvaɲɛ
појдам	pojd̪am
појдат	pojd̪at
појде	pojde
појде	pɔjdɛ
појдеме	pojdemɛ
појден	pɔjdɛn
појдено	pɔjdɛnɔ
појдете	pojedɛtɛ
појдете	pɔjdɛtɛ
појдеш	pojedʃ
појди	pojdi
појди	pɔjdi
појдов	pojedɔv
појдовен	pɔjdɔvɛn
појдовме	pojdɔv́mɛ
појќе	pɔjcɛ
појма	pojma
појмен	pɔjmɛn
појми	pɔjmi
појужен	pɔjuʒɛn
појче	pɔjtʃɛ
покавалерски	pɔkavalɛrski
покавгаџиски	pɔkavgadʒiski
покадар	pɔkadar
покаеш	pɔkajeʃ
покажа	pɔkaʒa
покажаа	pɔkaˈʒa
покажав	pɔkaʒaf
покажавме	pɔkaˈʒafmɛ
покажавте	pɔkaˈʒaftɛ
покажал	pɔkaʒaɫ
покажала	pɔkaˈʒaɫa
покажале	pɔkaˈʒalɛ
покажало	pɔkaˈʒaɫɔ
покажам	pɔkaˈʒam
покажан	pɔkaʒan
покажана	pɔkɑˈʒana
покажано	pɔkɑˈʒanɔ
покажат	pɔkɑˈʃat
покаже	pɔkaʒɛ
покажеме	pɔkɑʒɛmɛ
покажете	pɔkɑʒɛtɛ
покажеш	pɔkaˈʒɛʃ
покажи	pɔkaʒi
покажува	pɔkaʒuva
покажува	pɔkɑˈʒava
покажуваа	pɔkɑˈʒava
покажуваат	pɔkadʒaˈvat
покажував	pɔkadʒaˈv
покажувај	pɔkaˈʒaj
покажувајќи	pɔkadʒaˈʃaiti
покажувајте	pɔkɑˈʒajtɛ
покажувал	pɔkɑˈʒavɑɫ
покажувам	pɔkɑˈʒɑvam
покажуваме	pɔkɑˈʒavɛmɛ
покажуван	pɔkaʒuvan
покажување	pɔkaʒuvaɲɛ
покажување	pɔkɑˈʒaʋɛɲɛ
покажувањето	pɔkadʒaˈjɛŋɛ
покажувате	pɔkadʒaˈxate
покажувачот	pɔkaˈʒaʧɔt
покажуваш	pɔkɑˈʒaʃ
покажуваше	pɔkadʒaʃɛ
показалец	pɔkazalɛts
показалецот	pɔkazaˈlɛtsɔt
показалци	pɔkazaɫtsi
показател	pɔkazatɛɫ
показател	pɔkɑzɑtɛɫ
показатели	pɔkazatɛli
показатели	pɔkɑzɛˈtɛli
показен	pɔkazɛn
показно	pɔkaznɔ
покај	pɔkaj
покајание	pɔkajanijɛ
покајание	pɔkajɑniɛ
покајанија	pɔkajanija
покајник	pɔkajnik
покајување	pɔkajuvaɲɛ
покака	pɔkaka
покакан	pɔkakan
покакофоничен	pɔkakɔfɔnitʃɛn
покалеш	pɔkalɛʃ
покалуѓерски	pɔkaɫuɟɛrski
покана	pɔˈkana
покана	pɔkana
поканам	pɔkɑnɑm
поканат	pɔkɑnɑt
поканата	ˈpɔkanata
поканет	pɔˈkanɛt
поканет	pɔkanɛt
поканета	ˈpɔkanɛta
поканети	pɔkanɛti
покани	pɔˈkani
покани	pɔkani
поканив	pɔˈkaniv
поканивме	pɔkanivmɛ
поканивте	pɔkanivtɛ
поканија	ˈpɔkija
поканил	ˈpɔkaniɫ
поканила	pɔkanila
поканиле	pɔkanile
поканиме	ˈpɔkanimɛ
поканите	pɔkɑˈnitɛ
поканиш	pɔkaɲiʃ
поканува	pɔkanuva
поканува	pɔkɑnuva
покануваат	ˈpɔkanujat
поканувам	pɔkanuvam
покануван	pɔkanuvan
поканување	pɔkanuvaɲɛ
покануваш	pɔkɑnuvaʃ
поканцероген	pɔkantsɛɾɔgɛn
покапан	pɔkapan
покапе	pɔkapɛ
покапиталистички	pɔkapitalistitʃki
покаприциозен	pɔkapritsiɔzɛn
покарактеристичен	pɔkaɾaktɛristitʃɛn
покарикатурален	pɔkaɾikaturalɛn
покасен	pɔkasɛn
по-касно	pokasno
покасно	pɔkɑsno
покатарзичен	pɔkatarzitʃɛn
покатастрофален	pɔkatastrɔfalɛn
покатегоричен	pɔkatɛgɔɾitʃɛn
покафен	pɔkafɛn
покахонтас	pɔkaxɔntas
покачен	pɔkatʃɛn
покачи	pɔkatʃi
покачи	pɔkɑtʃi
покачивте	pɔkatʃiftɛ
покачува	pɔkatʃuva
покачува	pɔkɑtʃuva
покачуван	pɔkatʃuvan
покачување	pɔkatʃuvaɲɛ
покачување	pɔkɑtʃuvɑɲɛ
покачувањето	pɔkɑtʃuvɑɲɛ
покашав	pɔkaʃaf
поквалитетен	pɔkvalitɛtɛn
поквачен	pɔkvatʃɛn
поквачи	pɔkvatʃi
поквичи	pɔkvitʃi
поќелав	pɔcɛɫaf
покемон	ˈpɔkɛmɔn
покемони	pɔkɛˈmoni
покемоните	pɔkɛmɔnitɛ
покер	ˈpɔkɛr
покер	pɔkɛr
покерот	pɔkɛrɔt
покерџии	pɔkɛrdʒii
покерџија	pɔkɛrdʒija
покиклопски	pɔkikɫɔpski
покилав	pɔkiɫaf
покисел	pɔkisɛɫ
поклатен	pɔkɫatɛn
поклати	pɔkɫati
поклаустрофобичен	pɔkɫaustrɔfɔbitʃɛn
поклептомански	pɔklɛptɔmanski
поклечи	pɔklɛtʃi
поклика	pɔklika
покликан	pɔklikan
покловновски	pɔkɫɔvnɔfski
поклон	pɔˈkɫɔn
поклон	pɔkɫɔn
поклонам	ˈpɔkɫɔnam
поклонат	pɔˈkɫɔnat
поклонение	pɔkɫɔnɛnijɛ
поклоненија	pɔkɫɔnɛnija
поклонет	pɔkɫɔnɛt
поклонете	pɔˈkɫɔnɛtɛ
поклони	ˈpɔkɫɔni
поклони	pɔkɫɔni
поклоник	pɔkɫɔnik
поклоните	pɔˈklɔnitɛ
поклоничка	pɔkɫɔnitʃka
поклонички	pɔkɫɔnitʃki
поклониш	pɔkɫɔniʃ
поклонот	pɔˈkɫɔnɔt
поклонува	ˈpɔkɫɔnova
поклонува	pɔkɫɔnuva
поклонуваат	ˈpɔkɫɔnu(j)at
поклонувам	ˈpɔkɫɔnuvam
поклонуваме	pɔkɫɔnuvaˈme
поклонуван	pɔkɫɔnuvan
поклонување	pɔkɫɔnuvaɲɛ
поклонување	pɔkɫɔˈnuvaŋɛ
поклонче	pɔkɫɔntʃɛ
поклопен	pɔkɫɔpɛn
поклопец	pɔkɫɔpɛts
поклопецот	pɔkɫɔpɛtsɔt
поклопи	pɔˈklɔpi
поклопи	pɔkɫɔpi
поклопка	pɔkɫɔpka
поклопува	ˈpɔkɫɔpova
поклопува	pɔkɫɔpuva
поклопуваат	pɔkɫɔpuˈvat
поклопуван	pɔkɫɔpuvan
поклопување	pɔkɫɔpuvaɲɛ
поклопување	pɔkɫɔˈpuvaŋɛ
поклопци	pɔkɫɔptsi
поко	pɔˈkɔ
покобен	pɔkɔbɛn
покоен	pɔkɔɛn
покој	pɔkɔj
покојник	pɔkɔjnik
покојникот	ˈpɔkɔjnikɔt
покојниот	ˈpɔkɔjnɛnt
покојница	pɔkɔjnitsa
покојнички	pɔkɔjnitʃki
поколва	pɔkɔɫva
поколван	pɔkɔɫvan
поколеба	pɔkɔlɛba
поколебан	pɔkɔlɛban
поколебува	pɔkɔlɛbuva
поколебуван	pɔkɔlɛbuvan
поколебување	pɔkɔlɛbuvaɲɛ
поколегијален	pɔkɔlɛgijalɛn
поколективен	pɔkɔlɛktivɛn
поколективистички	pɔkɔlɛktivistitʃki
поколение	pɔkɔlɛnɛ
поколение	pɔkɔlɛnijɛ
поколенија	pɔkɔlɛnija
поколенија	pɔkɔlɛniʝa
покомпактен	pɔkɔmpaktɛn
покомпатибилен	pɔkɔmpatibilɛn
покомпетентен	pɔkɔmpɛtɛntɛn
покомплициран	pɔkɔmplitsiɾan
покомплицирана	pɔkɔmplitsiˈrana
покомплицирани	ˈpɔkɔmplitsaˌɾiɲi
покомплицирано	ˈpɔkɔmplitsɪrɔ
покомуникативен	pɔkɔmunikativɛn
покомунистички	pɔkɔmunistitʃki
покомуњарски	pɔkɔmuɲarski
поконвенционален	pɔkɔɱvɛntsijɔnalɛn
покондирен	pɔkɔndiɾɛn
поконзервативен	pɔkɔnzɛrvativɛn
поконзистентен	pɔkɔnzistɛntɛn
поконкретен	pɔkɔŋkrɛtɛn
поконкретно	ˈpɔkɔŋkrɛtnɔ
поконкурентен	pɔkɔŋkurɛntɛn
поконструктивен	pɔkɔnstruktivɛn
поконтрадикторен	pɔkɔntradiktɔɾɛn
поконтрапродуктивен	pɔkɔntraprɔduktivɛn
поконтроверзен	pɔkɔntrɔvɛrzɛn
поконусовиден	pɔkɔnusɔvidɛn
покопа	pɔkɔpa
покопан	pɔkɔpan
поќор	pɔcɔr
покор	pɔkɔr
поќорав	pɔcɔɾaf
покорам	ˈpɔkɔram
покорат	pɔkɔrat
покорен	ˈpɔkɔrɛn
покорен	pɔkɔɾɛn
покори	ˈpɔkɔri
покори	pɔkɔɾi
покористољубив	pɔkɔɾistɔʎubif
покорител	pɔkɔɾitɛɫ
покориш	pɔkɔriʃ
покорно	pɔkɔrnɔ
покорност	pɔkɔrnɔst
покорува	pɔkɔruva
покорува	pɔkɔɾuva
покорувам	pɔkɔruvam
покоруван	pɔkɔɾuvan
покорување	pɔkɔruvaɲɛ
покорумпиран	pɔkɔɾumpiɾan
поќос	pɔcɔs
покос	pɔkɔs
покосен	pɔkɔsɛn
покоси	pɔkɔsi
покосмополитски	pɔkɔsmɔpɔlitski
покраина	pɔkraˈina
покраина	pɔkraina
покраината	pɔkraˈjinata
покраински	pɔkrainski
покрај	ˈpɔkraj
покрај	pɔkraj
пократка	ˈpɔkratka
пократки	ˈpɔkratki
пократкиот	ˈpɔkrattiɔt
пократко	pɔkrattkɔ
пократкорочен	pɔkratkɔɾɔtʃɛn
пократкотраен	pɔkratkɔtraɛn
пократок	pɔkrɑtɔk
покрвав	pɔkr̩vaf
покрвожеден	pɔkr̩vɔʒɛdɛn
покреативен	pɔkrɛativɛn
покреационистички	pɔkrɛatsijɔnistitʃki
покредитоспособен	pɔkrɛditɔspɔsɔbɛn
покрека	pɔkrɛka
покрена	ˈpɔkrɛna
покренам	pɔkrɛnam
покренат	ˈpɔkrɛnat
покренат	pɔkrɛnat
покрене	pɔkrɛnɛ
покренува	pɔkrɛˈnuva
покренува	pɔkrɛnuva
покренуван	pɔkrɛnuvan
покренување	pɔkrɛnuvaɲɛ
покрет	pɔkrɛt
покри	pɔkrɪ
покрив	pɔkrif
покрив	pɔkrɪf
покрива	pɔkriva
покриваат	pɔkrɪˈvajtɛ
покривав	ˈpɔkrivaɾ
покривај	ˈpɔkrivaɪ
покривајте	pɔkrivaɪtɛ
покривам	ˈpɔkrivaːm
покриваме	ˈpɔkrivamɛ
покриван	pɔkrivan
покривање	pɔkrivaɲɛ
покривате	ˈpɔkrivatɛ
покривач	pɔkrivatʃ
покривачи	pɔkrivatʃi
покривачот	ˈpɔkrivaʧɔt
покриваш	pɔkrivaʃ
покриваше	ˈpɔkrivaʃɛ
покривен	pɔkrivɛn
покриви	pɔkrivi
покриви	pɔkrɪvi
покривите	pɔkrɪˈvitɛ
покривка	pɔkrifka
покривка	pɔkrɪfka
покривката	pɔkrɪvˈkata
покривки	pɔkrifki
покривме	ˈpɔkrɪvmɛ
покривоверен	pɔkrivɔvɛɾɛn
покривот	ˈpɔkrɔvɔt
покрие	pɔkrijɛ
покрие	pɔkrɪɛ
покриеме	pɔkrɪɛmɛ
покриен	pɔkrijɛn
покриен	pɔkrɪɛn
покриена	pɔkrɪɛna
покриени	pɔkrɛˈiɛni
покриено	pɔkrɪˈɛnɔ
покриеност	ˈpɔkrɛnɔst
покриете	ˈpɔkrɪɛtɛ
покриеш	pɔkrɪɛʃ
покриј	pɔkrɪj
покријам	ˈpɔkrɪam
покријат	pɔkrɪat
покријте	pɔkrɪjtɛ
покриминален	pɔkriminalɛn
покритие	pɔkrɪtiɛ
покркори	pɔkr̩kɔɾi
покров	pɔkrɔf
покрови	pɔkrɔvi
покровител	pɔkrɔvitɛɫ
покровител	pɔkɾɔˈvitɛɫ
покровителка	pɔkrɔvitɛɫka
покровителски	pɔkrɔvitɛɫski
покровителство	pɔkrɔvitɛɫstvɔ
покровот	pɔkrɔvɔt
покрстен	pɔkr̩stɛn
покрсти	pɔkr̩sti
покрстува	pɔkr̩stuva
покрстување	pɔkr̩stuvaɲɛ
покрут	pɔkrut
покрушковиден	pɔkruʃkɔvidɛn
поксенофобичен	pɔksɛnɔfɔbitʃɛn
покубистички	pɔkubistitʃki
покука	pɔkuka
покукавички	pɔkukavitʃki
покуќнина	pɔkucnina
покупка	pɔkupka
покурвински	pɔkurvinski
покус	pɔkus
покутар	pɔkutar
пол	pɔɫ
пола	pɔˈɫa
полабав	pɔɫabaf
полавиринтски	pɔɫavirintski
полага	pɔˈɫaga
полага	pɔɫaga
полагаат	pɔˈɫagat
полагам	pɔˈɫagam
полаган	pɔɫagan
полагање	pɔɫagaɲɛ
полагаш	pɔˈɫagaʃ
поладен	pɔɫadɛn
поладно	poˈladnɔ
поладнокрвен	pɔɫadnɔkr̩vɛn
полае	pɔɫaɛ
полажен	pɔɫaʒɛn
полази	pɔɫazi
полаком	pɔɫakɔm
полани	pɔɫani
пола-пола	poˈɫa poˈɫa
полапски	pɔɫapski
полард	pɔˈlard
поларен	pɔɫaɾɛn
поларизаторски	pɔɫaɾizatɔrski
поларизација	pɔɫaɾizatsija
поларизациски	pɔɫaɾizatsiski
поларизира	pɔɫaɾiziɾa
поларизиран	pɔɫaɾiziɾan
поларизирање	pɔɫaɾiziɾaɲɛ
поларитет	pɔɫaɾitɛt
поларна	pɔˈlarna
поларната	pɔˈlarnata
поларните	ˈpɔlarnitɛ
поларност	pɔɫarnɔst
полароид	pɔɫaɾɔit
поласка	pɔɫaska
поласкан	pɔˈlaskan
поласкан	pɔɫaskan
поласкана	paˈlaskana
полат	pɔˈlat
полвови	pɔɫvɔvi
поле	pɔlɛ
полеан	pɔlɛan
полева	pɔlɛva
полевање	pɔlɛvaɲɛ
полевичарски	pɔlɛvitʃarski
полево	ˈpɔlɛvɔ
полегендарен	pɔlɛgɛndaɾɛn
поледен	pɔlɛdɛn
поледица	pɔlɛditsa
полее	pɔlɛɛ
полежи	pɔlɛʒi
полезен	pɔlɛzɛn
полезно	pɔlɛznɔ
полек	pɔlɛk
полека	pɔlɛka
полековерен	pɔlɛkɔvɛɾɛn
полекомислен	pɔlɛkɔmislɛn
полемизира	pɔlɛmiziɾa
полемизиран	pɔlɛmiziɾan
полемизирање	pɔlɛmiziɾaɲɛ
полемика	pɔlɛmika
полемичар	pɔlɛmitʃar
полемичари	pɔlɛmitʃaɾi
полемичарка	pɔlɛmitʃarka
полемичен	pɔlɛmitʃɛn
полемички	pɔlɛmitʃki
полемично	pɔlɛmitʃnɔ
полен	poˈlɛn
полен	pɔlɛn
поленин	poˈlɛnin
полено	pɔlɛnɔ
поленов	pɔlɛnɔf
поленски	pɔlɛnski
поленце	pɔlɛntsɛ
полесен	poˈlɛsɛn
полесна	ˈpɔlɛsna
полесни	pɔlɛsni
полесниот	ˈpɔlɛsniɔt
полесно	ˈpɔlɛsnɔ
полет	pɔˈlɛt
полет	pɔlɛt
полета	poˈlɛta
полета	pɔlɛta
полетаа	pɔlɛtɑː
полетаат	pɔlɛtaat
полетавме	pɔlɛtavmɛ
полетај	pɔlɛtaj
полетал	pɔlɛˈtal
полетам	pɔlɛtam
полетаме	pɔlɛtamɛ
полетан	pɔlɛtan
полетаргичен	pɔlɛtargitʃɛn
полетате	poˈlɛtate
полеташ	poˈlɛtaʃ
полетен	pɔlɛtɛn
полето	pɔlɛtɔ
полетува	pɔˈlɛtova
полетува	pɔlɛtuva
полетувај	pɔˈlɛtuvaj
полетуваме	pɔlɛtuvamɛ
полетување	pɔlɛtuvaɲɛ
полетување	pɔlɛtuvɛɲi
полетувањето	poˈlɛtuvai̯ɲɛ
полецка	pɔlɛtska
полжав	poɫˈʒaf
полжав	pɔɫʒaf
полжавест	pɔɫʒavɛst
полжави	poɫˈʒavi
полжави	pɔɫʒavi
полжавиште	pɔɫʒaviʃtɛ
полжавски	pɔɫʒafski
полжавче	pɔɫʒaftʃɛ
полза	pɔlza
полза	pɔɫza
ползавец	pɔɫzavɛts
ползам	pɔɫzam
ползење	pɔɫzɛɲɛ
ползи	pɔlzi
ползи	pɔɫzi
ползиш	poɫˈziʃ
поли	pɔli
полиберален	pɔlibɛralɛn
полива	pɔliva
поливалентен	pɔlivalɛntɛn
поливалентно	pɔlivalɛntnɔ
поливаленција	pɔlivalɛntsija
поливан	pɔlivan
поливање	pɔlivaɲɛ
поливинил	pɔliviniɫ
полигав	pɔligaf
полигамен	pɔligamɛn
полигамија	pɔligamija
полигамист	pɔligamist
полигамно	pɔligamnɔ
полиглосија	pɔligɫɔsija
полиглот	pɔligɫɔt
полигон	pɔligɔn
полиграф	poligraf
полиграф	pɔligraf
полиграфот	poˈligrafɔt
полиграфски	pɔligrafski
полие	pɔlijɛ
полиедар	pɔliɛdar
полиен	pɔlijɛn
поликлиника	pɔliklinika
полимер	poˈlimɛr
полимер	pɔlimɛr
полимеризација	pɔlimɛɾizatsija
полимерски	pɔlimɛrski
полиморфизам	pɔlimɔrfizam
полимфатичен	pɔliɱfatitʃɛn
полином	pɔlinɔm
полиња	pɔˈliɲa
полиња	pɔliɲa
полињата	ˈpɔlinjɑtɑ
полио	pɔlijɔ
полип	pɔlip
полира	pɔliɾa
полирам	pɔliɾam
полиран	pɔliɾan
полирање	ˈpɔlinɾa
полирање	pɔliɾaɲɛ
полиритмичен	pɔliritmitʃɛn
полиса	ˈpɔlisa
полисата	pɔlɪsata
полисахарид	pɔlisaxarit
полисемија	pɔlisɛmija
полисемичен	pɔlisɛmitʃɛn
полиси	poˈlisi
полисиндет	pɔlisindɛt
полисинтетички	pɔlisintɛtitʃki
политеизам	pɔlitɛizam
политеист	pɔlitɛist
политеистички	pɔlitɛistitʃki
политеистка	pɔlitɛistka
политературен	pɔlitɛɾatuɾɛn
политехнички	pɔlitɛxnitʃki
политизација	pɔlitizatsija
политизира	pɔlitiziɾa
политизиран	pɔlitiziɾan
политизираност	pɔlitiziɾanɔst
политизирање	pɔlitiziɾaɲɛ
политика	ˈpɔlitika
политика	pɔlitika
политиката	ˈpɔlitikata
политики	poliˈtiki
политики	pɔlitiki
политиколог	pɔlitikɔɫɔk
политиколошки	pɔlitikɔɫɔʃki
политичар	poˈlititʃaɾ
политичар	pɔlititʃar
политичари	ˈpɔlititʃari
политичарите	ˈpɔlitʃarɛ
политичариште	pɔlititʃaɾiʃtɛ
политичарка	pɔlititʃarka
политичарски	pɔlititʃarski
политичка	ˈpɔlititʃka
политичката	ˈpɔlititʃka
политички	ˈpɔlititʃki
политички	pɔlititʃki
политичкиот	pɔlititʃkiɔt
политичките	ˈpɔlititʃkɛ
политичко	ˈpɔlititʃkɔ
политура	pɔlituɾa
полифонија	pɔlifɔnija
полифониски	pɔlifɔniski
полифоничен	pɔlifɔnitʃɛn
полифонично	pɔlifɔnitʃnɔ
полица	pɔlitsa
полицаец	poˈlitsaɛts
полицаец	pɔlitsaɛts
полицаецот	ˈpɔlitsaɛtsɔt
полицаецу	ˈpɔlitsaɛtsu
полицајка	ˈpɔlitsajka
полицајка	pɔlitsajka
полицајката	ˈpɔlitsajkata
полицајке	ˈpɔlitsajkɛ
полицајски	pɔlitsajski
полицајци	ˈpɔlitsajtsi
полицајци	pɔlitsajtsi
полицајците	pɔlitsajˈtsɛ
полицата	poliˈtsadɛ
полицентричен	pɔlitsɛntritʃɛn
полицентрично	pɔlitsɛntritʃnɔ
полици	ˈpɔlitsi
полици	pɔlitsi
полиција	pɔlitsija
полиција	pɔlitsiʝa
полицијата	poˈlitsi(j)a
полициска	ˈpɔlitsika
полициска	pɔlitsiska
полициската	ˈpɔlitsikata
полициски	ˈpɔlitsiski
полициски	pɔlitsiski
полицискиот	ˈpɔlitsiski
полициските	ˈpɔlikitskʲi
полициско	pɔlitsiʃkɔ
полициското	pɔlitsikɔsto
полиците	poliˈtsitɛ
поличен	pɔlitʃɛn
полјак	pɔˈʎak
полјак	pɔʎak
полјакот	poʎaˈkɔt
полјана	pɔʎana
полјани	pɔʎani
полјанка	pɔʎaŋka
полјаци	poʎatsi
полјаци	pɔʎatsi
полјаците	poʎaˈtsiɛ
полјачка	pɔʎatʃka
полјоделски	pɔʎɔdɛɫski
полјоделство	pɔʎɔdɛɫstvɔ
полк	pɔɫk
полка	poɫka
полка	pɔɫka
полковник	poɫˈkɔɫnɪk
полковник	pɔɫkɔvnik
полковникот	pɔɫˈkɔvnitɔt
полковнику	pɔɫkɔɫˈniku
полковниче	pɔɫˈkɔvnitʃɛ
полковнички	pɔɫkɔvnitʃki
полководец	pɔɫkɔvɔdɛts
полководци	pɔɫkɔvɔttsi
полковски	pɔɫkɔfski
полкот	pɔɫˈkɔt
полн	poɫn
полн	pɔɫn
полна	ˈpɔlna
полна	pɔɫna
полнам	poɫnam
полнат	poɫˈnat
полната	pɔɫˈnata
полнач	pɔlˈnatʃ
полнач	pɔɫnatʃ
полначот	pɔɫˈnatʃɔt
полнења	ˈpɫɔnɛɲa
полнење	ˈpɫɔnɛɲɛ
полнење	pɔɫnɛɲɛ
полнењето	ˈpɫɛnɛɲɛ
полнет	pɔɫnɛt
полнета	ˈpɫɔnɛta
полнете	ˈpɫɔnɛtɛ
полнети	ˈpɫɔnɛti
полнеше	ˈpɫɔnɛʃɛ
полни	pɔlni
полни	pɔɫni
полниме	pɔlˈnimɛ
полничок	pɔɫnitʃɔk
полниш	poɫniʃ
полно	pɔlno
полно	pɔɫnɔ
полноважен	pɔɫnɔvaʒɛn
полноважно	pɔɫnɔvaʒnɔ
полноважност	pɔɫnɔvaʒnɔst
полновластен	pɔɫnɔvɫastɛn
полновреден	pɔɫnɔvrɛdɛn
полноглавец	pɔɫnɔgɫavɛts
