00h	ɔh
пиено	pijɛnɔ
пиено	pʲɛˈnɔ
пиер	piɛr
пиеса	piɛsa
пиетар	piˈɛtar
пиете	pijɛtɛ
пиете	piˈɛtɛ
пиетет	pijɛtɛt
пиетро	piˈɛtro
пиеш	pijɛʃ
пиеш	piɛʃ
пиеше	pijɛʃɛ
пиеше	piˈjɛʃɛ
пиеја	pijɛja
пиеја	piˈjɛja
пиејќи	piɛjci
пиејќи	piˈɛɾtɕi
пиење	pijɛɲɛ
пиење	piˈɛɲɛ
пиењето	piˈjɛɲɛ
пижама	piʒama
пижама	pʲiˈʒama
пижами	piʒami
пижами	piˈʒami
пижамите	piˈʒamitɛ
пижамче	piʒama
пижамчиња	piʒamtʃiɲa
пизда	piːzda
пизди	pizdi
пиздо	piːzdo
пик	pik
пик	pʲik
пика	pika
пикаат	piˈkaat
пикавец	pikavɛts
пикадили	pikadɫi
пикадо	pikadɔ
пикадо	piˈkado
пикам	piˈkam
пикан	pikan
пикантност	pikantnɔst
пикап	pikap
пикап	piˈkap
пикапот	pʲikɑpɔt
пикар	piˈkar
пикардо	piˈkardo
пикасо	pʲiˈkaso
пикачу	pikatʃu
пикаш	pʲiˈkaʃ
пикање	pikaɲɛ
пикет	pikɛt
пикет	pʲiˈkɛt
пикна	piːkna
пикнав	pʲiknaf
пикнал	pʲiknal
пикнам	pʲiknam
пикнат	piknat
пикнат	piːknat
пикне	piknɛ
пикне	pʲiknɛ
пикнете	piːknɛtɛ
пикнеш	pʲiknɛʃ
пикни	pʲikni
пикник	piknik
пикник	pʲiknik
пикникот	pʲikn̩ɔt
пикнува	piknuva
пикнуван	piknuvan
пикнување	piknuvaɲɛ
пиков	pikɔf
пикок	pʲikók
пиколо	pikɔlɔ
пиксел	piksɛɫ
пиктографија	piktɔgrafija
пиктски	piktski
пила	piɫa
пила	piːla
пилана	piɫana
пиланата	pɪlɑnɑtɑ
пилат	pʲiˈlat
пилата	piˈlata
пилатес	piˈlates
пилаф	piɫaf
пилгрим	pilgrim
пиле	pilɛ
пиле	piːlɛ
пилен	pilɛn
пиленца	piˈlɛntsa
пиленце	pilɛntsɛ
пиленце	piˈlɛntsɛ
пилето	piˈlɛtɔ
пилешка	piˈʎɛʃka
пилешки	pilɛʃki
пилешки	piˈʎɛʃki
пилешко	piˈlɛʃkɔ
пилешкото	piˈlɛʃkɔtɔ
пилење	pilɛɲɛ
пили	pili
пилинг	piliŋk
пилиштарец	piliʃtaɾɛts
пилиште	piliʃtɛ
пилиња	piliɲa
пилиња	piˈliɲa
пилињата	piˈliɲata
пилот	piɫɔt
пилот	piˈlɔt
пилоти	piˈlɔti
пилотира	piɫɔtiɾa
пилотира	pɪlɔtira
пилотиран	piɫɔtiɾan
пилотирање	piɫɔtiɾaɲɛ
пилотите	piɫɔtiɛ
пилотка	piɫɔtka
пилотот	pɪˈɫɔtɔ
пилотска	piˈlɔtska
пилотската	pɪˈɫɔtʃka
пилотски	piɫɔtski
пилоту	piˈlɔtu
пилула	piˈlula
пилули	piˈluli
пилци	piɫtsi
пилчер	pɪlʧɛr
пим	pim
пимлико	piːmliko
пин	pʲin
пинг	piŋ
пинг-понг	piŋˈpoŋ
пинга	piŋga
пинган	piŋgan
пингање	piŋgaɲɛ
пингвин	piŋgvin
пингвин	piŋˈvin
пингвини	pɪŋgviɲi
пингвините	piŋgviˈnite
пингвиниште	piŋgviniʃtɛ
пингвинот	pɪŋgviˈnɔt
пингвински	piŋgvinski
пингвинче	piŋgvintʃɛ
пинк	piːŋk
пинкбери	pʲinkbɛri
пинки	piːŋki
пинкмен	piŋkmen
пинкус	pʲinkus
пинн	pɪn
пинокио	pinɔkijɔ
пинокио	piˈnɔkio
пинтер	piːnter
пинтеро	piːnteɾo
пинти	piːnti
пинцета	pintsɛta
пинцети	pintsɛti
пинч	pintʃ
пинчелоу	piɲtʃɛɫou
пинјин	pinjin
пинџур	pindʒur
пион	pijɔn
пион	pʰiˈɔn
пионер	pijɔnɛr
пионер	pʲɔˈnɛr
пионери	pʲɔˈnɛri
пионерка	pijɔnɛrka
пионерски	pijɔnɛrski
пионерство	pijɔnɛrstvɔ
пиони	pijɔni
пионот	pɪˈɔnɔt
пионче	pijɔntʃɛ
пип	piːp
пипа	pipa
пипа	piːpa
пипала	pipaɫa
пипала	pɪpala
пипало	pipaɫɔ
пипан	pipan
пипаш	piˈpaʃ
пипај	piːpaɪ
пипајте	piːpaɪ̯tɛ
пипање	pipaɲɛ
пипер	pipɛr
пипер	pɪpɛr
пиперка	pipɛrka
пиперка	piˈpɛrka
пиперки	pipɛrki
пиперки	piˈpɛrki
пиперца	pipɛrtsa
пиперче	pipɛrtʃɛ
пиперчиња	piːpɛrˈtʃiɲa
пипета	pipɛta
пипин	piːpin
пипка	pipka
пипкав	pipkaf
пипкан	pipkan
пипкај	piːpkaj
пипкање	pipkaɲɛ
пипнав	piːpnav
пипнал	pipnal
пипнам	pipnam
пипнат	pipnat
пипне	pipnɛ
пипне	piːpne
пипнеш	piːpneʃ
пипни	piːpni
пипнува	pipnuva
пипнуван	pipnuvan
пипнување	pipnuvaɲɛ
пир	pir
пира	piɾa
пирамид	piramiːd
пирамида	piramiða
пирамида	piɾamida
пирамидален	piɾamidalɛn
пирамидално	piɾamidaɫnɔ
пирамидата	piramiˈdata
пирамиди	piramiːdi
пирамиди	piɾamidi
пирамидите	pʲiɾamiˈdɛ
пирамидиште	piɾamidiʃtɛ
пирана	pirana
пирана	piˈrana
пирани	piˈrani
пираниште	piraniʃtɛ
пират	pirat
пират	piɾat
пиратерија	piɾatɛɾija
пирати	pirati
пиратите	piratitɛ
пиратиште	piratiʃtɛ
пиратка	piɾatka
пиратска	piratska
пиратски	piratski
пиратски	piɾatski
пиратство	piɾatstvɔ
пире	pirɛ
пиреј	piɾɛj
пирин	piɾin
пирине	piɾinɛ
пиринеи	piɾinɛi
пиринејски	piɾinɛjski
пиринска	piɾinska
пирински	piɾinski
пиринскиот	pirinskijɔt
пироман	piɾoˈman
пироман	piɾɔman
пиромани	piɾɔmani
пироманија	piɾɔmanija
пироманка	piɾɔmaŋka
пиромански	piɾɔmanski
пирометар	piɾɔmɛtar
пиростија	pirɔstija
пиротехника	piɾɔtɛxnika
пиротехнички	piɾɔtɛxnitʃki
пирошка	piɾɔʃka
пирошки	piɾɔʃki
пирс	pirs
пирс	pʲirs
пирсинг	pirsink
пирсон	pɪrson
пирува	piɾuva
пирување	piruvaɲɛ
пируета	piɾuɛta
пирустија	pirustija
пис	pis
пис	piʃ
писа	pisa
писание	pisanijɛ
писант	pʲiˈsant
писар	pisar
писар	piˈsar
писател	pisatɛɫ
писател	piˈsatl̩
писатели	pisatɛli
писатели	pɪsɑtɛli
писателите	pɪsatlɛtɛ
писателиште	pisatɛliʃtɛ
писателка	pisatɛɫka
писателка	piˈsatlɛka
писателот	pisatɛlɔt
писателски	pisatɛɫski
писателство	pisatɛɫstvɔ
писка	piska
пискав	piskaf
пискаво	piskavɔ
пискавост	piskavɔst
пискање	piskaɲɛ
пискот	piskɔt
пискоти	piskɔti
писма	pisma
писма	piːsma
писмата	piˈsmata
писмен	pismɛn
писмен	psimɛn
писмена	piˈsmɛna
писмени	piˈsmeni
писмено	pismɛnɔ
писмено	piːsˈmɛnɔ
писменост	pismɛnɔst
писменце	pismɛntsɛ
писмиште	pismiʃtɛ
писмо	pismɔ
писмо	piːsmo
писмово	piˈsmɔvɔ
писмоносец	pismɔnɔsɛts
писмото	piˈsmɔtɔ
писмуле	pismulɛ
писнал	piːsnɑːl
писне	pisnɛ
писнеш	piːsneʃ
писнува	pisnuva
писнување	pisnuvaɲɛ
писоар	pisɔar
писок	pisɔk
писоци	pisɔtsi
писта	pista
писта	piˈsta
писталди	pistaldi
пистата	piˈstata
писти	piːsti
пистон	piˈston
пит	pʲit
пита	pita
пита	piˈta
питата	piˈtata
питач	pitatʃ
питач	piˈtaʧ
питачи	pitatʃi
питачи	piˈtati
питачка	pitatʃka
питачки	pitatʃki
питање	pitaɲɛ
питер	pʲitɛr
питерс	pʲitɛrs
питерсон	piˈtɛrsɔn
пити	piti
питите	pɪtɪtɛ
питичка	pititʃka
питички	pititʃki
питиште	pitiʃtɛ
питка	piːtka
питок	pitɔk
питом	pitɔm
питомо	pitɔmɔ
питомост	pitɔmɔst
питон	pitɔn
питон	pʲiˈtɔn
питс	piːts
питсбург	piːtsbɛrg
питулица	pitulitsa
пифтија	piftija
пица	pitsa
пицата	piˈtsa
пицерија	pitsɛɾija
пицерија	piˈtseriʲa
пицеријата	piˈtsɛrija
пицест	pitsɛst
пици	pʲitsi
пиците	piˈtsite
пициште	pitsiʃtɛ
пицнат	pitsnat
пицнато	pitsnatɔ
пицнување	pitsnuvaɲɛ
пич	piʧ
пиче	pitʃɛ
пиченце	piˈtʃɛntsɛ
пичето	piˈtʃɛtɔ
пичис	pʲitʃɪʃ
пичиња	piˈtʃiɲa
пичка	pitʃka
пичка	pɪtʃka
пичкар	pitʃkar
пичкарење	pitʃkaɾɛɲɛ
пичкари	pitʃkaɾi
пичката	piˈtʃka
пички	pitʃki
пички	piʃki
пичките	piˈtʃka
пичко	pɪtʃkɔ
пичку	piʧku
пиша	pʲiʃa
пишав	piʃav
пишал	pɪʃal
пишам	piʃam
пишан	piʃan
пишана	piˈʃana
пишано	pɪˈʃanɔ
пише	piʃɛ
пишеме	piˈʃɛmɛ
пишен	piʃɛn
пишете	piˈʃɛtɛ
пишеш	piʃɛʃ
пишење	piʃɛɲɛ
пиши	pʲiʃi
пишија	piʃija
пишкота	piʃkɔta
пишкоти	piʃkɔti
пишман	piʃman
пишманење	piʃmanɛɲɛ
пиштало	piʃtaɫɔ
пиштење	piʃtɛɲɛ
пишти	piʃti
пишти	pɪʃti
пиштол	piʃtɔɫ
пиштол	pɪʃˈtɔɫ
пиштола	piʃˈtɔla
пиштоли	piʃtɔli
пиштоли	piʃˈtɔli
пиштолите	piʃtoˈlite
пиштолиште	piʃtɔliʃtɛ
пиштолов	pɪʃtɔɫɔv
пиштолот	pɪʃtɔɫɔt
пиштолче	piʃtɔɫtʃɛ
пишува	piʃuva
пишува	piˈʃuva
пишуваа	piʃuvaa
пишуваа	piˈʃuva
пишуваат	piʃuvaat
пишуваат	pɪʃuˈvaat
пишував	pʲiʃuˈva
пишувал	piʃuvaɫ
пишувал	pʲiʃuval
пишувала	piʃuvaɫa
пишувала	pʲiʃuˈvala
пишувале	piʃuvale
пишувале	piʃuvalɛ
пишувало	piʃuvaɫɔ
пишувам	piʃuvam
пишувам	piˈʃuam
пишуваме	piʃuvamɛ
пишуваме	piˈʃuvame
пишуван	piʃuvan
пишувано	piʃuvanɔ
пишувате	piʃuvatɛ
пишувате	pɪˈʃuvatɛ
пишувач	piʃuvatʃ
пишуваш	piʃuvaʃ
пишуваш	pɪˈʃuaʃ
пишуваше	piʃuˈʃaʃɛ
пишувај	piʃuvaj
пишувај	piʃuˈaj
пишувајте	piʃuvajtɛ
пишувајќи	piʃuvajci
пишувајќи	piʃuˈʃajtɪ
пишување	piʃuvaɲɛ
пишување	piʃuˈaɲɛ
пишувањето	piʃuˈaɲɛ
пишуе	piʃuɛ
пиъри	piɾi
пиј	pij
пијавица	pijavitsa
пијавици	pijavitsɪ
пијалак	pijaɫak
пијалак	piːjalak
пијалакот	pijalakɔt
пијалаци	pijalatsi
пијалаци	pijaɫatsi
пијалок	pijaloːk
пијалок	pijaɫɔk
пијалокот	pijalokɔt
пијалоци	pijalotsi
пијалоците	pijalɔtsɛ
пијам	pijam
пијам	piːam
пијан	pijan
пијан	piˈjan
пијана	pijana
пијана	piˈjana
пијанава	pijanava
пијанана	pijanana
пијаната	pijanata
пијанет	pijanɛt
пијанење	pijanɛɲɛ
пијани	pijani
пијани	piˈjani
пијанино	pijaninɔ
пијанист	pijanist
пијанист	piˈjaniːst
пијанистка	pijanistka
пијаница	pijanitsa
пијаница	piˈjanicə
пијаници	piˈjanitsi
пијаничиште	pijanitʃiʃtɛ
пијанка	pijaŋka
пијано	pijano
пијано	pijanɔ
пијаново	pijanɔvɔ
пијаноно	pijanɔnɔ
пијаното	pijanɔtɔ
пијаното	piˈjɑːnɔtɔ
пијанство	pijanstvɔ
пијанство	piˈjansʈʋo
пијанчење	pijantʃɛɲɛ
пијанчење	pijaɲˈtʃeɲɛ
пијат	pijat
пијат	piˈjat
пијачка	pijatʃka
пијачка	piˈjaʧka
пијачката	piˈakatʃka
пијачки	pijatʃki
пијачки	piˈatʃki
пијачките	piˈakatʃkɛ
пијор	pijɔr
пијори	pijɔɾi
пијте	pijtɛ
пијте	piːjte
пиљара	piʎaɾa
пињата	piɲata
пињола	piɲɔɫa
пиџами	piˈdʒami
плав	paɫɛf
плав	pɫaf
плава	pɫava
плава	ˈpɫava
плавата	ˈpɫavata
плавен	pɫavɛn
плавење	pɫavɛɲɛ
плави	pɫavi
плави	ˈplavi
плавиот	ˈplaviot
плавите	ˈplavitɛ
плаво	pɫavɔ
плаво	ˈpɫavo
плавото	ˈpɫavɔtɔ
плавуш	pɫavuʃ
плавуша	pɫavuʃa
плавуша	ˈplavutʃa
плавушата	ˈplavutʃatɑ
плавуши	ˈplavʊʃi
плавушо	ˈplavʊʃɔ
плагира	pɫagiɾa
плагиран	pɫagiɾan
плагирање	pɫagiɾaɲɛ
плагијат	pɫagijat
плагијатор	pɫagijatɔr
плагијаторка	pɫagijatɔrka
плагијаторски	pɫagijatɔrski
пладне	pɫadnɛ
пладне	ˈpɫadnɛ
пладневен	pɫadnɛvɛn
пладневник	pɫadnɛvnik
плажа	plaʒa
плажа	pɫaʒa
плажата	plaʒata
плажи	plaʒi
плажите	plaʒiʃɛ
плаз	pɫas
плаза	plaza
плазен	pɫazɛn
плазење	pɫazɛɲɛ
плази	pɫazi
плазма	plasma
плазма	pɫazma
плазмата	ˈplazmata
плазови	pɫazɔvi
плакар	pɫakar
плакар	ˈpɫakar
плакари	pɫakaɾi
плакариште	pɫakaɾiʃtɛ
плакарот	ˈplakɑrɔt
плакат	ˈpɫakat
плакати	ˈpɫakati
плакета	pɫakɛta
плакетата	ˈplakɛtɛta
плакне	pɫaknɛ
плакнет	pɫaknɛt
плакнење	pɫaknɛɲɛ
плам	pɫam
плам	ˈpɫam
пламен	pɫamɛn
пламен	ˈplamɛn
пламени	ˈplamɛni
пламеник	pɫamɛnik
пламените	ˈplamɛnitɛ
пламеница	pɫamɛnitsa
пламеници	pɫamɛnitsi
пламенот	ˈplamɛnɔt
пламенофрлач	pɫamɛnɔfr̩ɫatʃ
пламенофрлачи	pɫamɛnɔfr̩ɫatʃi
пламенче	pɫamɛntʃɛ
пламенче	ˈplamɛntʃɛ
пламер	pɫamɛr
пламењата	ˈpɫamɛɲata
пламење	pɫamɛɲɛ
пламне	pɫamnɛ
пламнува	pɫamnuva
пламнување	pɫamnuvaɲɛ
пламтење	pɫamtɛɲɛ
пламти	pɫamti
план	plan
план	pɫan
планер	planɛr
планер	pɫanɛr
планет	planɛt
планета	planɛta
планета	pɫanɛta
планетава	planɛtava
планетариум	pɫanɛtaɾijum
планетариумот	planɛtaˈri(j)umɔt
планетата	planɛtɛta
планетен	pɫanɛtɛn
планети	planɛti
планетите	planɛtɛ
плането	pɫanɛtɔ
планетоид	pɫanɛtɔit
планиметар	pɫanimɛtar
планина	planina
планина	pɫanina
планинава	planinaʋa
планинар	pɫaninar
планинарење	planinaˈrɛɲɛ
планинарење	pɫaninaɾɛɲɛ
планинари	planinaɾi
планинари	pɫaninaɾi
планинарка	pɫaninarka
планинарски	pɫaninarski
планинарство	pɫaninarstvɔ
планината	planinaːta
планини	planini
планини	pɫanini
планиниве	planiniʋɛ
планините	planinɛtɛ
планиниште	pɫaniniʃtɛ
планино	pɫaninɔ
планинска	planinska
планинска	pɫaninska
планински	planinski
планински	pɫaninski
планинскиот	planinˈski
планинските	planinskiʔi
планинче	pɫanintʃɛ
планира	planira
планира	pɫaniɾa
планираа	planiraa
планираат	planiraat
планирав	planɪrav
планиравме	planiravme
планиравте	planiravte
планирал	planɪral
планирала	planiraɫa
планирале	planiraɫɛ
планирам	planɪram
планирам	pɫaniɾam
планираме	planirame
планиран	planɪran
планиран	pɫaniɾan
планирана	planɪˈrana
планирани	planɪˈrani
планирано	planɪˈrano
планираното	planiraˈnɔtɔ
планирате	planirate
планираш	planiraʃ
планираше	planiraʃɛ
планирај	planɪraj
планирање	planʲiɾaɲɛ
планирање	pɫaniɾaɲɛ
планирањето	planiraɲɛ
планиње	pɫaniɲɛ
планињето	pɫaniɲɛtɔ
планко	planko
планктон	planˈkton
планктон	pɫaŋktɔn
планктони	planˈktɔni
планов	planɔf
планови	planɔvi
планови	pɫanɔvi
плановите	planɔvɪtɛ
планомерен	pɫanɔmɛɾɛn
планомерно	pɫanɔmɛrnɔ
планот	planɔt
плански	pɫanski
плантажа	planˈtadʒa
плантажа	pɫantaʒa
плантажен	pɫantaʒɛn
плантажер	pɫantaʒɛr
плантажери	pɫantaʒɛɾi
плантажерка	pɫantaʒɛrka
плантажите	planˈtadʒitɛ
плантација	pɫantatsija
пласира	pɫasiɾa
пласиран	pɫasiɾan
пласирање	pɫasiɾaɲɛ
пласман	pɫasman
пласт	pɫast
пластелин	pɫastɛlin
пластен	pɫastɛn
пластеник	pɫastɛnik
пластеници	pɫastɛnitsi
пластење	pɫastɛɲɛ
пласти	pɫasti
пластика	pɫastika
пластика	ˈplastika
пластиката	ˈplastikata
пластики	pɫastiki
пластифицира	pɫastifitsiɾa
пластифициран	pɫastifitsiɾan
пластифицирање	pɫastifitsiɾaɲɛ
пластичарски	pɫastitʃarski
пластичен	pɫastitʃɛn
пластичен	ˈplastitʃɛn
пластична	pɫastitʃna
пластична	ˈplastitʃna
пластичната	ˈplastitʃnɐ
пластични	ˈplastitʃni
пластичниот	ˈplastitʃnɔt
пластичните	ˈplastitʃnɛ
пластично	ˈplastitʃnɔ
пласје	pɫasjɛ
плат	plat
плата	pɫata
плата	ˈplata
платам	ˈplataːm
платат	ˈplataːt
платата	ˈplatatɑ
платев	ˈplatɛf
платежен	pɫatɛʒɛn
платен	pɫatɛn
платен	ˈplaten
платена	ˈplatɛna
платени	ˈplatɛni
платеник	pɫatɛnik
платеник	ˈplatenik
платеници	pɫatɛnitsi
платеници	ˈplatenitsi
платениците	ˈplatenitsɛ
платенички	pɫatɛnitʃki
платено	ˈplateno
платете	ˈplatɛtɛ
платец	pɫatɛts
платеше	ˈplatɛʃɛ
плати	pɫati
плати	ˈpɫati
платив	ˈplatiʋ
плативме	ˈplativmɛ
плативте	ˈplativtɛ
платил	pɫatɪɫ
платила	ˈpɫatila
платиле	ˈplatiɫɛ
платиме	ˈplatimɛ
платина	pɫatina
платина	ˈplatinɑ
платинест	pɫatinɛst
платински	pɫatinski
платинум	ˈplatinum
платите	ˈplatitɛ
платиш	ˈpɫatiʃ
платиште	pɫatiʃtɛ
платија	ˈplatiʝa
платна	ˈpɫatna
платната	ˈplatnatɑ
платнен	pɫatnɛn
платненце	pɫatnɛntsɛ
платниот	ˈpɫatniɔt
платно	pɫatnɔ
платно	ˈpɫatnɔ
платното	ˈplatnɔtɔ
плато	ploˈto
плато	pɫatɔ
платон	ˈplaton
платонски	pɫatɔnski
платонски	ˈpɫatɔnski
платун	ˈplatuːn
платформа	pɫatfɔrma
платформа	ˈplatfɔrma
платформата	ˈplatfɔrmata
платформи	pɫatfɔrmi
платформи	ˈplaftfɾimi
плаутиус	ˈplautius
плафон	pɫafɔn
плафон	ˈpɫafɔn
плафонира	pɫafɔniɾa
плафониран	pɫafɔniɾan
плафонирање	pɫafɔniɾaɲɛ
плафонот	ˈpɫafɔnɔt
плафонски	pɫafɔnski
плац	plts
плац	pɫats
плацента	pɫatsɛnta
плач	plaʧ
плач	pɫatʃ
плачам	pɫatʃam
плачам	ˈpɫatʃam
плачат	pɫatʃat
плачат	ˈpɫatʃat
плаче	platʃɛ
плаче	pɫatʃɛ
плачеа	pɫatʃɛa
плачеа	ˈpɫatʃɛa
плачев	pɫatʃɛf
плачев	ˈpɫatʃɛf
плачевме	pɫatʃɛvmɛ
плачевте	pɫatʃɛftɛ
плачел	pɫatʃɛɫ
плачел	ˈpɫatʃɛɫ
плачела	pɫatʃɛɫa
плачела	ˈpɫatʃɛɫa
плачеле	platʃɛlɛ
плачеле	pɫatʃɛlɛ
плачело	pɫatʃɛɫɔ
плачеме	pɫatʃɛmɛ
плачеме	ˈpɫatʃɛmɛ
плачен	pɫatʃɛn
плачено	pɫatʃɛnɔ
плачете	platʃɛtɛ
плачете	pɫatʃɛtɛ
плачеш	platʃɛʃ
плачеш	pɫatʃɛʃ
плачеше	platʃɛʃɛ
плачеше	pɫatʃɛʃɛ
плачејќи	pɫatʃɛjci
плачејќи	ˈpɫatʃɛjit
плачење	pɫatʃɛɲɛ
плачење	ˈpɫatʃɛɲɛ
плачењето	ˈpɫatʃɛɲɛ
плачи	platʃi
плачи	pɫatʃi
плачка	pɫatʃka
плачки	pɫatʃki
плачко	pɫatʃkɔ
плачко	ˈpɫatʃkɔ
плачковци	pɫatʃkɔftsi
плачковци	ˈpɫatʃkɔftsi
плачлив	pɫatʃlif
плачливо	pɫatʃlivɔ
плачливост	pɫatʃlivɔst
плачно	pɫatʃnɔ
плачот	plaʧɔt
плашам	ˈpɫaʃam
плашат	ˈpɫaʃat
плашеа	ˈpɫaʃɛa
плашев	ˈpɫaʃɛf
плашевме	ˈpɫaʃɛvmɛ
плашел	ˈpɫaʃɛɫ
плашела	ˈpɫaʃɛɫa
плашеле	ˈpɫaʃɛlɛ
плашен	pɫaʃɛn
плашете	ˈpɫaʃɛtɛ
плашеше	ˈpɫaʃɛʃɛ
плашејќи	ˈpɫaʃɛjti
плашење	pɫaʃɛɲɛ
плашење	ˈpɫaʃɛɲɛ
плаши	pɫaʃi
плаши	ˈpɫaʃi
плашило	pɫaʃiɫɔ
плашило	ˈpɫaʃilo
плашиме	ˈpɫaʃimɛ
плашите	ˈpɫaʃitɛ
плашиш	plashiʃ
плашлив	pɫaʃlif
плашлив	ˈpɫaʃliv
плашлива	ˈpɫaʃliva
плашливец	plashlɛ́vɛts
плашливец	pɫaʃlivɛts
плашливи	ˈpɫaʃlivi
плашливка	pɫaʃlifka
плашливко	ˈpɫaʃlivkɔ
плашливо	pɫaʃlivɔ
плашливост	pɫaʃlivɔst
плашливци	ˈpɫaʃlivtsi
плашт	pɫaʃt
плаштаница	pɫaʃtanitsa
плаштеницата	ˈpɫaʃtɛnitsa
плајваз	pɫajvas
плајвас	pɫajvas
плаќа	plaʧa
плаќа	pɫaca
плаќаа	ˈpɫatɕa
плаќаат	ˈpɫatɕat
плаќав	ˈpɫatɕav
плаќал	plaʨal
плаќам	ˈpɫatɕam
плаќаме	ˈpɫatɕamɛ
плаќан	pɫacan
плаќано	pɫacanɔ
плаќате	ˈpɫatsɛ
плаќаш	ˈpɫatʃaʃ
плаќаше	ˈpɫatʃɛ
плаќај	ˈpɫatɕaj
плаќања	ˈpɫatɕɲa
плаќање	pɫacaɲɛ
плаќање	ˈpɫatɕɛɲɛ
плаќањето	ˈpɫatɕɛɲɛ
плебеец	plɛbɛɛts
плебејски	plɛbɛjski
плебисцит	plɛbistsit
плева	plɛva
плевел	plɛvɛɫ
плевел	ˈplɛvɛɫ
плевен	plɛvɛn
плевење	plɛvɛɲɛ
плеви	plɛvi
плевна	plɛvna
плевни	plɛvni
плевниче	plɛvnitʃɛ
плевра	plɛvra
пледира	plɛdiɾa
пледиран	plɛdiɾan
пледирање	plɛdiɾaɲɛ
плеер	pleːr
плеер	plɛɛr
племе	plɛmɛ
племе	ˈplɛmɛ
племеник	plɛmɛnik
племенит	ˈplɛmɛnit
племенито	ˈplɛmɛnitɔ
племенски	plɛmɛnski
племенски	ˈplɛmɛnski
племето	ˈplɛmɛtɔ
племиште	plɛmiʃtɛ
племиња	plɛmiɲa
племиња	ˈplɛmiɲa
племињата	ˈplɛmɪɲatɑ
племна	plɛmna
племни	plɛmni
племниче	plɛmnitʃɛ
плен	plɛn
пленарен	plɛnaɾɛn
пленет	plɛnɛt
плени	plɛni
пленик	plɛnik
пленица	plɛnitsa
пленици	plɛnitsi
пленот	plɛnɔt
пленство	plɛnstvɔ
плеоназам	plɛɔnazam
плеонастичен	plɛɔnastitʃɛn
плеонастично	plɛɔnastitʃnɔ
плеска	plɛska
плеска	ˈplɛska
плескавица	plɛskavitsa
плескавица	ˈplɛskavitsa
плескавици	ˈplɛskavitsi
плескам	ˈplɛskam
плескан	plɛskan
плескај	ˈplɛskaj
плескање	plɛskaɲɛ
плескање	ˈplɛskaɲɛ
плесна	ˈplɛsna
плеснав	ˈplɛsnav
плеснал	plesnal
плеснам	ˈplɛsnam
плеснат	plɛsnat
плесне	plesnɛ
плесне	plɛsnɛ
плеснеш	plesneʃ
плесни	ˈplɛsni
плеснува	plɛsnuva
плеснуван	plɛsnuvan
плеснување	plɛsnuvaɲɛ
плесок	plɛsɔk
плесоци	plɛsɔtsi
плет	plɛt
плета	plɛta
плетам	plɛtam
плетат	plɛtat
плетач	plɛtatʃ
плетачи	plɛtatʃi
плетачите	plɛtatʃitɛ
плете	plɛtɛ
плете	ˈplɛtɛ
плетеа	plɛtɛa
плетев	plɛtɛf
плетевме	plɛtɛvmɛ
плетевте	plɛtɛftɛ
плетел	plɛtɛɫ
плетела	plɛtɛɫa
плетеле	plɛtɛlɛ
плетело	plɛtɛɫɔ
плетеме	plɛtɛmɛ
плетен	plɛtɛn
плетенка	plɛtɛŋka
плетенки	plɛtɛŋki
плетенки	ˈplɛtɛŋki
плетено	plɛtɛnɔ
плетете	plɛtɛtɛ
плетеш	plɛtɛʃ
плетеше	plɛtɛʃɛ
плетејќи	plɛtɛjci
плетење	plɛtɛɲɛ
плети	plɛti
плетиво	plɛtivɔ
плетка	pltɛka
плетка	plɛtka
плеткам	plɛtkɑm
плеткаме	ˈplɛtkamɛ
плеткан	plɛtkan
плетканица	plɛtkanitsa
плеткаш	ˈplɛtkaʃ
плеткање	plɛtkaɲɛ
плех	plɛx
плехови	plɛxɔvi
плешка	plɛʃka
плешки	plɛʃki
плеј	plej
плеј-офот	plejɔfɔt
плејада	plɛjada
плејбек	pleɪbek
плејбек	plɛjbɛk
плејбој	plejbɔj
плејоф	plɛjɔf
плејофот	plejoˈfɔt
плејс	plej̃s
плејстејшн	plejstejʃn
плеќи	plɛci
плива	pliva
плива	ˈpliva
пливаат	ˈplijat
пливав	ˈplivaf
пливал	ˈplivɑɫ
пливалиште	plivaliʃtɛ
пливам	pɫiˈvam
пливаме	pɫiˈvamɛ
пливате	pɫiˈvate
пливач	plivatʃ
пливач	pɫiˈvatʃ
пливачиште	plivatʃiʃtɛ
пливачка	plivatʃka
пливачки	plivatʃki
пливачкиот	pɫiˈvatʃkɔt
пливаш	pɫiˈvaʃ
пливаше	ˈplivaʃɛ
пливај	ˈplivaj
пливајте	ˈplivajtɛ
пливање	plivaɲɛ
пливање	ˈplivaniɛ
пливањето	ˈpliatɛɲɛ
пливка	plifka
пливкање	plifkaɲɛ
пливне	plivnɛ
плик	plik
плико	plikɔ
плико	ˈpliko
пликот	ˈplɪkɔt
пликото	ˈplikɔtɔ
плима	plima
плима	ˈplima
плимата	ˈplimata
плимут	plimut
плин	plin
плинот	ˈplɪnɔt
плински	plinski
плиска	pliska
плиснат	plisnat
плисне	plisnɛ
плиснува	plisnuva
плиснуван	plisnuvan
плиснување	plisnuvaɲɛ
плисок	plisɔk
плитак	plitak
плитар	plitar
плитари	plitaɾi
плитка	ˈplitka
плитки	plitki
плитките	plitkɪtɛ
плитко	plitkɔ
плиткост	plitkɔst
плиток	plitɔk
плиток	ˈplitɔk
пловам	ploˈvam
