a	aː
incohō	inkohoː
incoinquinātus	inkoinkʷinaːtus
incola	inkola
incolomis	inkolomis
incolumis	inkolumis
incolō	inkoloː
incomitātus	inkomitaːtus
incommiscibilis	inkommiskibilis
incommoditās	inkommoditaːs
incommodus	inkommodus
incommēnsūrābilis	inkommensuːraːbilis
incommūnicābilis	inkommuːnikaːbilis
incommūtābilis	inkommuːtaːbilis
incomparābilis	inkomparaːbilis
incompertus	inkompertus
incompetentēs	inkompetenteːs
incompetentī	inkompetentiː
incompetēns	inkompetens
incomplētus	inkompleːtus
incompositē	inkompositeː
incomprehēnsibilis	inkomprehensibilis
inconcessus	inkonkessus
inconcinnus	inkonkinnus
inconcussus	inkonkussus
inconditus	inkonditus
incongelābilis	inkongelaːbilis
incongruentēs	inkongruenteːs
incongruus	inkongruus
incongruēns	inkongruens
inconjugus	inkoni̯ugus
inconparābilis	inkonparaːbilis
inconprehēnsibilis	inkonprehensibilis
incontinēns	inkontinens
incontrā	inkontraː
incontrādīcibilis	inkontraːdiːkibilis
incontrītus	inkontriːtus
incontāminātus	inkontaːminaːtus
inconvenientiae	inkonu̯enientiae̯
inconvenientiam	inkonu̯enientiam
inconvenientēs	inkonu̯enienteːs
inconveniēns	inkonu̯eniens
incoquō	inkokʷoː
incorporeus	inkorporeus
incorporā	inkorporaː
incorporō	inkorporoː
incorruptibilis	inkorruptibilis
incorruptus	inkorruptus
incrassō	inkrassoː
increpitō	inkrepitoː
increpātiōnēs	inkrepaːtioːneːs
increpō	inkrepoː
incruentus	inkruentus
incrēbrēscō	inkreːbreːskoː
incrēbēscō	inkreːbeːskoː
incrēdendus	inkreːdendus
incrēdibilibus	inkredibilibus
incrēdibilis	inkreːdibilis
incrēdulitās	inkreːdulitaːs
incrēdulus	inkreːdulus
incrēdundus	inkreːdundus
incrēscō	inkreːskoː
incrīminātiō	inkriːminaːtioː
incrū̆stō	inkrustoː
incrū̆stō	inkruːstoː
incube	inkube
incubitum	inkubitum
incubus	inkubus
incubī	inkubiː
inculcātis	inkulkaːtis
inculcātus	inkulkaːtus
inculcātīs	inkulkaːtiːs
inculcāverimus	inkulkaːu̯erimus
inculcāverimus	inkulkaːu̯eriːmus
inculcāveris	inkulkaːu̯eris
inculcāveris	inkulkaːu̯eriːs
inculcāveritis	inkulkaːu̯eritis
inculcāveritis	inkulkaːu̯eriːtis
inculcō	inkulkoː
inculpābilis	inkulpaːbilis
inculpātus	inkulpaːtus
incultus	inkultus
incumbō	inkumboː
incurrō	inkurroː
incursitō	inkursitoː
incursiō	inkursioː
incursus	inkursus
incursātis	inkursaːtis
incursātiō	inkursaːtioː
incursātus	inkursaːtus
incursātīs	inkursaːtiːs
incursāverimus	inkursaːu̯erimus
incursāverimus	inkursaːu̯eriːmus
incursāveris	inkursaːu̯eris
incursāveris	inkursaːu̯eriːs
incursāveritis	inkursaːu̯eritis
incursāveritis	inkursaːu̯eriːtis
incursō	inkursoː
incurvus	inkuru̯us
incurvātis	inkuru̯aːtis
incurvātus	inkuru̯aːtus
incurvātīs	inkuru̯aːtiːs
incurvāverimus	inkuru̯aːu̯erimus
incurvāverimus	inkuru̯aːu̯eriːmus
incurvāveris	inkuru̯aːu̯eris
incurvāveris	inkuru̯aːu̯eriːs
incurvāveritis	inkuru̯aːu̯eritis
incurvāveritis	inkuru̯aːu̯eriːtis
incurvēscō	inkuru̯eːskoː
incurvō	inkuru̯oː
incustōdītus	inkustoːdiːtus
incutiō	inkutioː
incānus	inkaːnus
incānēscō	inkaːneːskoː
incēdō	inkeːdoː
incēnātus	inkeːnaːtus
incēnō	inkeːnoː
incērō	inkeːroː
incīdere	inkiːdere
incīdō	inkiːdoː
incīsim	inkiːsim
incīsiō	inkiːsioː
incīsor	inkiːsor
incīsīve	inkiːsiːu̯e
incīsīvus	inkiːsiːu̯us
incōgitābilis	inkoːgitaːbilis
incōgitāns	inkoːgitans
incōnfūsibilis	inkonfuːsibilis
incōnfūsus	inkonfuːsus
incōnsequēns	inkonsekʷens
incōnspicuus	inkonspikuus
incōnstāns	inkonstans
incōnsultus	inkonsultus
incōnsummābilis	inkonsummaːbilis
incōnsummātus	inkonsummaːtus
incōnsuētus	inkonsueːtus
incōnsīderantia	inkonsiːderantia
incōnsīderāte	inkonsiːderaːte
incōnsīderātus	inkonsiːderaːtus
incōnsōlābilis	inkonsoːlaːbilis
incōnsūmptus	inkonsuːmptus
incōnsūtilis	inkonsuːtilis
incūnābulum	inkuːnaːbulum
incūria	inkuːria
incūriōsus	inkuːrioːsus
incūrātus	inkuːraːtus
incūs	inkuːs
incūsātis	inkuːsaːtis
incūsātiō	inkuːsaːtioː
incūsātus	inkuːsaːtus
incūsātīs	inkuːsaːtiːs
incūsāverimus	inkuːsaːu̯erimus
incūsāverimus	inkuːsaːu̯eriːmus
incūsāveris	inkuːsaːu̯eris
incūsāveris	inkuːsaːu̯eriːs
incūsāveritis	inkuːsaːu̯eritis
incūsāveritis	inkuːsaːu̯eriːtis
incūsō	inkuːsoː
indamnātus	indamnaːtus
indaudiō	indau̯dioː
indecentēs	indekenteːs
indecēns	indekens
indecōrus	indekoːrus
indeflexus	indefleksus
indemnis	indemnis
indemnātus	indemnaːtus
index	indeks
indibilis	indibilis
indicandō	indikandoː
indicium	indikium
indictiō	indiktioː
indictiōnālis	indiktioːnaːlis
indictīcius	indiktiːkius
indictītius	indiktiːtius
indictīvus	indiktiːu̯us
indiculum	indikulum
indiculus	indikulus
indicus	indikus
indicābilis	indikaːbilis
indicārem	indikaːrem
indicārās	indikaːraːs
indicārēs	indikaːreːs
indicās	indikaːs
indicāsse	indikaːsse
indicāssem	indikaːssem
indicāssēs	indikaːsseːs
indicātis	indikaːtis
indicātiō	indikaːtioː
indicātor	indikaːtor
indicātus	indikaːtus
indicātīs	indikaːtiːs
indicātīvus	indikaːtiːu̯us
indicātūra	indikaːtuːra
indicāverimus	indikaːu̯erimus
indicāverimus	indikaːu̯eriːmus
indicāveris	indikaːu̯eris
indicāveris	indikaːu̯eriːs
indicāveritis	indikaːu̯eritis
indicāveritis	indikaːu̯eriːtis
indicīna	indikiːna
indicīva	indikiːu̯a
indicō	indikoː
indifferentī	indifferentiː
indifferēns	indifferens
indigentia	indigentia
indigentēs	indigenteːs
indigenus	indigenus
indigenās	indigenaːs
indiges	indiges
indigeō	indigeoː
indigitāmenta	indigitaːmenta
indigitō	indigitoː
indignor	indignor
indignus	indignus
indignābundus	indignaːbundus
indigus	indigus
indigēns	indigens
indigēs	indigeːs
indipīscor	indipiːskor
indis	indis
indisciplīnātus	indiskipliːnaːtus
indisciplīnōsus	indiskipliːnoːsus
indiscrētiō	indiskreːtioː
indiscrētus	indiskreːtus
indiscussibilis	indiskussibilis
indisertus	indisertus
indispositus	indispositus
indissolūbilis	indissoluːbilis
indistīnctus	indistiːnktus
indium	indium
indiāna	indiaːna
indiāna	indiaːnaː
indiāne	indiaːne
indiānus	indiaːnus
indiānī	indiaːniː
indiānō	indiaːnoː
indochinēnsis	indokʰinensis
indocilis	indokilis
indoctus	indoktus
indoirānicus	indoiraːnikus
indolentēs	indolenteːs
indolentī	indolentiː
indolēns	indolens
indolēs	indoleːs
indolēscō	indoleːskoː
indomitus	indomitus
indonēsicus	indoneːsikus
indopacificus	indopakifikus
indormiō	indormioː
indostānus	indostaːnus
indu	indu
indubitātus	indubitaːtus
indubitō	indubitoː
indubius	indubius
inductibilis	induktibilis
inductiō	induktioː
inductor	induktor
inductrīx	induktriːks
inductīcius	induktiːkius
inductītius	induktiːtius
inductīvus	induktiːu̯us
inductīvē	induktiːu̯eː
inductōrium	induktoːrium
inductōrius	induktoːrius
inductūra	induktuːra
indulcō	indulkoː
indulgeō	indulgeoː
indupediō	indupedioː
induperō	induperoː
indus	indus
indusium	indusium
industria	industria
industrius	industrius
indutiomarus	indutiomarus
induō	induoː
indāganda	indaːganda
indāganda	indaːgandaː
indāgāns	indaːgans
indāgātis	indaːgaːtis
indāgātrīx	indaːgaːtriːks
indāgātus	indaːgaːtus
indāgātīs	indaːgaːtiːs
indāgāverimus	indaːgaːu̯erimus
indāgāverimus	indaːgaːu̯eriːmus
indāgāveris	indaːgaːu̯eris
indāgāveris	indaːgaːu̯eriːs
indāgāveritis	indaːgaːu̯eritis
indāgāveritis	indaːgaːu̯eriːtis
indēbite	indeːbite
indēbitus	indeːbitus
indēbitē	indeːbiteː
indēclīnābilis	indeːkliːnaːbilis
indēclīnātus	indeːkliːnaːtus
indēclīve	indeːkliːu̯e
indēclīvis	indeːkliːu̯is
indēfessus	indeːfessus
indēficiēns	indeːfikiens
indēfēnsus	indeːfensus
indēfīnītus	indeːfiːniːtus
indēlēbilis	indeːleːbilis
indēlībātus	indeːliːbaːtus
indēpendēns	indeːpendens
indēprēnsus	indeːprensus
indēsertus	indeːsertus
indēterminātus	indeːterminaːtus
indīcam	indiːkam
indīcar	indiːkar
indīcās	indiːkaːs
indīcātis	indiːkaːtis
indīcō	indiːkoː
indīgestus	indiːgestus
indīligēns	indiːligens
indīviduum	indiːu̯iduum
indīviduus	indiːu̯iduus
indō	indoː
indōtātus	indoːtaːtus
indūcula	induːkula
indūcō	induːkoː
indūrātis	induːraːtis
indūrātus	induːraːtus
indūrātīs	induːraːtiːs
indūrāverimus	induːraːu̯erimus
indūrāverimus	induːraːu̯eriːmus
indūrāveris	induːraːu̯eris
indūrāveris	induːraːu̯eriːs
indūrāveritis	induːraːu̯eritis
indūrāveritis	induːraːu̯eriːtis
indūrō	induːroː
indūtiae	induːtiae̯
inedia	inedia
inefficāx	ineffikaːks
ineffugibilis	ineffugibilis
ineffābilis	ineffaːbilis
inepta	inepta
inepta	ineptaː
ineptia	ineptia
ineptiō	ineptioː
ineptus	ineptus
ineptās	ineptaːs
ineptō	ineptoː
ineptōs	ineptoːs
inequitābilis	inekʷitaːbilis
inermis	inermis
inermus	inermus
inerrāns	inerrans
inerrō	inerroː
iners	iners
inertia	inertia
inexcussus	inekskussus
inexcōgitābilis	inekskoːgitaːbilis
inexcūsābilis	inekskuːsaːbilis
inexcūsātus	inekskuːsaːtus
inexercitātus	inekserkitaːtus
inexhaustus	inekshau̯stus
inexpectātus	inekspektaːtus
inexpedītus	inekspediːtus
inexpertus	inekspertus
inexpertō	inekspertoː
inexpiābilis	inekspiaːbilis
inexplicābilis	ineksplikaːbilis
inexplēbilis	inekspleːbilis
inexpugnābilis	inekspugnaːbilis
inexspectātus	inekspektaːtus
inexterminābilis	ineksterminaːbilis
inextinguibilis	inekstingʷibilis
inextrīcābilis	inekstriːkaːbilis
inexōrābilis	ineksoːraːbilis
ineō	ineoː
infācundus	infaːkundus
ingaevōnēs	ingae̯u̯oːneːs
ingannō	ingannoː
ingaunī	ingau̯niː
ingeminātis	ingeminaːtis
ingeminātus	ingeminaːtus
ingeminātīs	ingeminaːtiːs
ingemināverimus	ingeminaːu̯erimus
ingemināverimus	ingeminaːu̯eriːmus
ingemināveris	ingeminaːu̯eris
ingemināveris	ingeminaːu̯eriːs
ingemināveritis	ingeminaːu̯eritis
ingemināveritis	ingeminaːu̯eriːtis
ingeminō	ingeminoː
ingemēscō	ingemeːskoː
ingemīscō	ingemiːskoː
ingemō	ingemoː
ingenerō	ingeneroː
ingeniculō	ingenikuloː
ingenium	ingenium
ingeniārius	ingeniaːrius
ingeniātor	ingeniaːtor
ingeniātus	ingeniaːtus
ingeniōsus	ingenioːsus
ingenuus	ingenuus
ingenuō	ingenuoː
ingerō	ingeroː
ingignō	ingignoː
ingluttiō	ingluttioː
ingluviēs	ingluu̯ieːs
inglōrius	ingloːrius
ingravō	ingrau̯oː
ingredior	ingredior
ingressus	ingressus
ingressī	ingressiː
ingruō	ingruoː
ingrāta	ingraːta
ingrāta	ingraːtaː
ingrāte	ingraːte
ingrātificus	ingraːtifikus
ingrātus	ingraːtus
ingrātās	ingraːtaːs
ingrātī	ingraːtiː
ingrātō	ingraːtoː
ingrātōs	ingraːtoːs
inguen	ingʷen
inguinālis	ingʷinaːlis
ingurgitō	ingurgitoː
ingustābilis	ingustaːbilis
ingustātus	ingustaːtus
ingēns	ingens
inhabilis	inhabilis
inhabilitās	inhabilitaːs
inhabitābilis	inhabitaːbilis
inhabitō	inhabitoː
inhaereō	inhae̯reoː
inhaerēscō	inhae̯reːskoː
inhibeō	inhibeoː
inhibitiō	inhibitioː
inhiātis	inhiaːtis
inhiātus	inhiaːtus
inhiātīs	inhiaːtiːs
inhiāverimus	inhiaːu̯erimus
inhiāverimus	inhiaːu̯eriːmus
inhiāveris	inhiaːu̯eris
inhiāveris	inhiaːu̯eriːs
inhiāveritis	inhiaːu̯eritis
inhiāveritis	inhiaːu̯eriːtis
inhiō	inhioː
inhonestus	inhonestus
inhonōrus	inhonoːrus
inhonōrō	inhonoːroː
inhorreō	inhorreoː
inhorrēscō	inhorreːskoː
inhortor	inhortor
inhospitus	inhospitus
inhospitālis	inhospitaːlis
inhumātus	inhumaːtus
inhālō	inhaːloː
inhērēditō	inheːreːditoː
inhūmāna	inhuːmaːna
inhūmāna	inhuːmaːnaː
inhūmānitās	inhuːmaːnitaːs
inhūmānus	inhuːmaːnus
inhūmānās	inhuːmaːnaːs
inhūmānō	inhuːmaːnoː
inhūmānōs	inhuːmaːnoːs
iniciam	inikiam
iniciar	inikiar
iniciās	inikiaːs
iniciēs	inikieːs
iniciō	ini̯ikioː
iniectiō	ini̯ektioː
iniectus	ini̯ektus
inierimus	inierimus
inierimus	inieriːmus
inieris	inieris
inieris	inieriːs
inieritis	inieritis
inieritis	inieriːtis
inimīcitia	inimiːkitia
inimīcus	inimiːkus
inimīcō	inimiːkoː
inintelligibilis	inintelligibilis
ininterpretābilis	ininterpretaːbilis
ininvestīgābilis	ininu̯estiːgaːbilis
initium	initium
initiālis	initiaːlis
initiātis	initiaːtis
initiātīs	initiaːtiːs
initiāverimus	initiaːu̯erimus
initiāverimus	initiaːu̯eriːmus
initiāveris	initiaːu̯eris
initiāveris	initiaːu̯eriːs
initiāveritis	initiaːu̯eritis
initiāveritis	initiaːu̯eriːtis
iniugis	ini̯ugis
iniugātus	ini̯ugaːtus
iniussus	ini̯ussus
iniūcundus	ini̯uːkundus
iniūdicātus	ini̯uːdikaːtus
iniūnctiō	ini̯unktioː
iniūria	ini̯uːria
iniūrius	ini̯uːrius
iniūriōsus	ini̯uːrioːsus
iniūrus	ini̯uːrus
iniūrātus	ini̯uːraːtus
injiciō	ini̯ikioː
injugis	ini̯ugis
injugātus	ini̯ugaːtus
injungō	ini̯ungoː
injussus	ini̯ussus
injūcundus	ini̯uːkundus
injūdicātus	ini̯uːdikaːtus
injūrior	ini̯uːrior
injūrius	ini̯uːrius
injūriōsus	ini̯uːrioːsus
injūrus	ini̯uːrus
injūrātus	ini̯uːraːtus
injūste	ini̯uːste
injūstus	ini̯uːstus
injūstē	ini̯uːsteː
inlacrimō	inlakrimoː
inlaesus	inlae̯sus
inlaqueō	inlakʷeoː
inlecebrōsus	inlekebroːsus
inlectō	inlektoː
inlepidus	inlepidus
inlicitus	inlikitus
inliciō	inlikioː
inligō	inligoː
inliniō	inlinioː
inliterātus	inliteraːtus
inlīberālis	inliːberaːlis
inlībātus	inliːbaːtus
inlīdō	inliːdoː
inlīmis	inliːmis
inlōtus	inloːtus
inlūdō	inluːdoː
inlūminō	inluːminoː
inlūstris	inluːstris
inlūstrō	inluːstroː
inmaculātus	inmakulaːtus
inmarcēscibilis	inmarkeːskibilis
inmemor	inmemor
inmineō	inmineoː
inminuō	inminuoː
inmisceō	inmiskeoː
inmisericors	inmiserikors
inmissiō	inmissioː
inmittō	inmittoː
inmoderātus	inmoderaːtus
inmodicus	inmodikus
inmortālis	inmortaːlis
inmundus	inmundus
inmurmurō	inmurmuroː
inmānis	inmaːnis
inmēnsus	inmensus
inmītis	inmiːtis
inmōbilis	inmoːbilis
inmūnis	inmuːnis
inmūnītus	inmuːniːtus
inmūtābilis	inmuːtaːbilis
inmūtō	inmuːtoː
innectō	innektoː
innocentia	innokentia
innocuus	innokuus
innocēns	innokens
innovat	innou̯at
innovā	innou̯aː
innovō	innou̯oː
innoxius	innoksius
innubus	innubus
innumerus	innumerus
innumerābile	innumeraːbile
innumerābilis	innumeraːbilis
innuō	innuoː
innāta	innaːta
innāta	innaːtaː
innāte	innaːte
innātās	innaːtaːs
innātī	innaːtiː
innātōs	innaːtoːs
innāvigō	innaːu̯igoː
innītor	inniːtor
innō	innoː
innōdō	innoːdoː
innōminābilis	innoːminaːbilis
innōtēscō	innoːteːskoː
innūbis	innuːbis
innūtriō	innuːtrioː
inoblector	inoblektor
inoblīterātus	inobliːteraːtus
inoboediō	inoboe̯dioː
inoculō	inokuloː
inodiō	inodioː
inodōrus	inodoːrus
inofficiālis	inoffikiaːlis
inofficiōsus	inoffikioːsus
inolēscō	inoleːskoː
inoperor	inoperor
inopis	inopis
inopportūnus	inopportuːnus
inops	inops
inopīnus	inopiːnus
inopīnāns	inopiːnans
inopīnātus	inopiːnaːtus
inpaenitēns	inpae̯nitens
inpar	inpar
inparātus	inparaːtus
inpatiēns	inpatiens
inpediō	inpedioː
inpellō	inpelloː
inpendō	inpendoː
inperfectus	inperfektus
inperītus	inperiːtus
inperō	inperoː
inpes	inpes
inpetibilis	inpetibilis
inpetrō	inpetroː
inpetīginōsus	inpetiːginoːsus
inpetīgō	inpetiːgoː
inpinguō	inpingʷoː
inpingō	inpingoː
inpleō	inpleoː
inplicō	inplikoː
inplānō	inplaːnoː
inplōrō	inploːroː
inpollūtus	inpolluːtus
inpolītus	inpoliːtus
inportābilis	inportaːbilis
inportō	inportoː
inportūnus	inportuːnus
inpossibilis	inpossibilis
inpotēns	inpotens
inprecor	inprekor
inpretiābilis	inpretiaːbilis
inprimō	inprimoː
inprobus	inprobus
inprobō	inproboː
inproperō	inproperoː
inprōvīsus	inproːu̯iːsus
inprūdēns	inpruːdens
inpudēns	inpudens
inpudīcus	inpudiːkus
inpugnō	inpugnoː
inputribilis	inputribilis
inputō	inputoː
inpōnō	inpoːnoː
inpōsuī	inpoːsuiː
inpūbes	inpuːbes
inpūnis	inpuːnis
inpūnītus	inpuːniːtus
inpūrus	inpuːrus
inquam	inkʷam
inquiat	inkʷiat
inquilīna	inkʷiliːna
inquilīne	inkʷiliːne
inquilīnus	inkʷiliːnus
inquilīnā	inkʷiliːnaː
inquilīnātus	inkʷiliːnaːtus
inquilīnātūs	inkʷiliːnaːtuːs
inquināns	inkʷinans
inquinātis	inkʷinaːtis
inquinātus	inkʷinaːtus
inquinātīs	inkʷinaːtiːs
inquināverimus	inkʷinaːu̯erimus
inquināverimus	inkʷinaːu̯eriːmus
inquināveris	inkʷinaːu̯eris
inquināveris	inkʷinaːu̯eriːs
inquināveritis	inkʷinaːu̯eritis
inquināveritis	inkʷinaːu̯eriːtis
inquinō	inkʷinoː
inquit	inkʷit
inquiēs	inkʷieːs
inquiētantēs	inkʷieːtanteːs
inquiētus	inkʷieːtus
inquiētāns	inkʷieːtans
inquiētātis	inkʷieːtaːtis
inquiētātus	inkʷieːtaːtus
inquiētātīs	inkʷieːtaːtiːs
inquiētāverimus	inkʷieːtaːu̯erimus
inquiētāverimus	inkʷieːtaːu̯eriːmus
inquiētāveris	inkʷieːtaːu̯eris
inquiētāveris	inkʷieːtaːu̯eriːs
inquiētāveritis	inkʷieːtaːu̯eritis
inquiētāveritis	inkʷieːtaːu̯eriːtis
inquiētō	inkʷieːtoː
inquīrō	inkʷiːroː
inquīsītor	inkʷiːsiːtor
inratiōnābilis	inratioːnaːbilis
inregibilis	inregibilis
inreligiōsus	inreligioːsus
inremediābilis	inremediaːbilis
inreparābile	inreparaːbile
inreprehēnsibilis	inreprehensibilis
inreverēns	inreu̯erens
inrevocābilis	inreu̯okaːbilis
inriguus	inriguus
inrigō	inrigoː
inritus	inritus
inrogō	inrogoː
inrumpō	inrumpoː
inruō	inruoː
inrēpō	inreːpoː
inrētiō	inreːtioː
inrīdeō	inriːdeoː
inrītō	inriːtoː
inscrībō	inskriːboː
insigne	insigne
inspissō	inspissoː
instēius	insteːi̯us
insūdō	insuːdoː
insūmptuōsus	insuːmptuoːsus
intaphernēs	intapʰerneːs
integellus	integellus
integer	integer
integrifolius	integrifolius
integritās	integritaːs
integrālis	integraːlis
integrātis	integraːtis
integrātus	integraːtus
integrātīs	integraːtiːs
integrāverimus	integraːu̯erimus
integrāverimus	integraːu̯eriːmus
integrāveris	integraːu̯eris
integrāveris	integraːu̯eriːs
integrāveritis	integraːu̯eritis
integrāveritis	integraːu̯eriːtis
integrō	integroː
integumentum	integumentum
integō	integoː
intellegit	intellegit
intellegō	intellegoː
intelligibilis	intelligibilis
intelligēns	intelligens
intelligō	intelligoː
intellēctuālis	intelleːktuaːlis
intemeliī	intemeliiː
intemerātus	intemeraːtus
intemperāns	intemperans
intempestum	intempestum
intempestus	intempestus
intempestīva	intempestiːu̯a
intempestīva	intempestiːu̯aː
intempestīve	intempestiːu̯e
intempestīvitās	intempestiːu̯itaːs
intempestīvus	intempestiːu̯us
intempestīvās	intempestiːu̯aːs
intempestīvī	intempestiːu̯iː
intempestīvō	intempestiːu̯oː
intempestīvōs	intempestiːu̯oːs
intendō	intendoː
intentiō	intentioː
intentus	intentus
intentīvus	intentiːu̯us
intentō	intentoː
intepeō	intepeoː
inter	inter
interamna	interamna
intercalārius	interkalaːrius
intercalō	interkaloː
intercessiō	interkessioː
intercessor	interkessor
intercidere	interkidere
intercidere	interkideːre
intercidō	interkidoː
intercipiō	interkipioː
interclūdō	interkluːdoː
intercurrō	interkurroː
intercātia	interkaːtia
intercēdō	interkeːdoː
intercīdere	interkiːdere
intercīdō	interkiːdoː
interdictiō	interdiktioː
interdictor	interdiktor
interdictōrius	interdiktoːrius
interdiū	interdiuː
interdīcō	interdiːkoː
interemō	interemoː
intereō	intereoː
interfectibilis	interfektibilis
interficiō	interfikioː
interfluō	interfluoː
interfodiō	interfodioː
interfor	interfor
interfugiō	interfugioː
interfulgeō	interfulgeoː
intergerō	intergeroː
interiaceō	interi̯akeoː
interiaciō	interi̯akioː
intericiō	interikioː
intericiō	interi̯ikioː
interiectiō	interi̯ektioː
interiectus	interi̯ektus
interiectīvus	interi̯ektiːu̯us
interiectūra	interi̯ektuːra
interierimus	interierimus
interierimus	interieriːmus
interieris	interieris
interieris	interieriːs
interieritis	interieritis
interieritis	interieriːtis
interiiciō	interi̯ikioː
interim	interim
interimō	interimoː
interior	interior
interiungō	interi̯ungoː
interjaceō	interi̯akeoː
interjaciō	interi̯akioː
interjectīvus	interi̯ektiːu̯us
interjiciō	interi̯ikioː
interjungō	interi̯ungoː
interlinō	interlinoː
interloquor	interlokʷor
interlūceō	interluːkeoː
interlūnium	interluːnium
intermaneō	intermaneoː
intermedius	intermedius
interminis	interminis
interminor	interminor
interminābilis	interminaːbilis
intermisceō	intermiskeoː
intermittō	intermittoː
intermorior	intermorior
intermoveō	intermou̯eoː
interne	interne
internecīda	internekiːda
internecīvus	internekiːu̯us
internecō	internekoː
interniteō	interniteoː
internus	internus
internālis	internaːlis
internātiōnālis	internaːtioːnaːlis
internē	interneː
internōscō	internoːskoː
internūntius	internuːntius
interpellō	interpelloː
interplicō	interplikoː
interpoler	interpoler
interpolō	interpoloː
interpositiō	interpositioː
interpres	interpres
interpretor	interpretor
interpretābilis	interpretaːbilis
interpretātiō	interpretaːtioː
interprex	interpreks
interpromium	interpromium
interpungere	interpungere
interpungere	interpungeːre
interpungit	interpungit
interpungō	interpungoː
interpōnō	interpoːnoː
interritus	interritus
interrogāmentum	interrogaːmentum
interrogātiuncula	interrogaːtiunkula
interrogātiō	interrogaːtioː
interrogātor	interrogaːtor
interrogātīvus	interrogaːtiːu̯us
interrogātōrius	interrogaːtoːrius
interrogō	interrogoː
interrumpō	interrumpoː
interrāsilis	interraːsilis
interrēgnum	interreːgnum
interrēte	interreːte
interrētiālis	interreːtiaːlis
interrēx	interreːks
interscindō	interskindoː
interscrībō	interskriːboː
intersecar	intersekar
intersectiō	intersektioː
intersecō	intersekoː
interserō	interseroː
intersonō	intersonoː
interstinguō	interstingʷoː
interstitium	interstitium
interstitiālis	interstitiaːlis
interstēllāris	intersteːllaːris
interstō	interstoː
intersum	intersum
intertextus	intertekstus
intertrahō	intertrahoː
intertrīgō	intertriːgoː
interturbō	interturboː
interula	interula
interulus	interulus
intervallum	interu̯allum
intervenit	interu̯enit
intervenit	interu̯eːnit
interveniō	interu̯enioː
interventiō	interu̯entioː
interventus	interu̯entus
intervenīmus	interu̯eniːmus
intervenīmus	interu̯eːnimus
intervertō	interu̯ertoː
intervēnerimus	interu̯eːnerimus
intervēnerimus	interu̯eːneriːmus
intervēneris	interu̯eːneris
intervēneris	interu̯eːneriːs
intervēneritis	interu̯eːneritis
intervēneritis	interu̯eːneriːtis
intervīsō	interu̯iːsoː
interō	interoː
intestis	intestis
intestātus	intestaːtus
intestīnus	intestiːnus
intestīnālis	intestiːnaːlis
intexō	inteksoː
intibus	intibus
intimus	intimus
intimātiō	intimaːtioː
intimō	intimoː
intinguō	intingʷoː
intingō	intingoː
intolerandus	intolerandus
intolerantēs	intoleranteːs
intolerābilis	intoleraːbilis
intolerāns	intolerans
intollō	intolloː
intondeō	intondeoː
intonō	intonoː
intorqueō	intorkʷeoː
intrahō	intrahoː
intramurālis	intramuraːlis
intremō	intremoː
intrepidus	intrepidus
intribulātus	intribulaːtus
intribuō	intribuoː
introeō	introeoː
introitus	introitus
intrā	intraː
intrīcō	intriːkoː
intrīnsecus	intrinsekus
intrītus	intriːtus
intrōductiō	introːduktioː
intrōductor	introːduktor
intrōductōria	introːduktoːria
intrōductōria	introːduktoːriaː
intrōductōrius	introːduktoːrius
intrōductōriās	introːduktoːriaːs
intrōductōriō	introːduktoːrioː
intrōductōriōs	introːduktoːrioːs
intrōductōrēs	introːduktoːreːs
intrōdūcō	introːduːkoː
intrōferō	introːferoː
intrōgredior	introːgredior
intrōiugus	introːi̯ugus
intrōjugus	introːi̯ugus
intrōlātum	introːlaːtum
intrōlātūrus	introːlaːtuːrus
intrōmittō	introːmittoː
intrōrumpō	introːrumpoː
intrōspiciō	introːspikioː
intubum	intubum
intubus	intubus
intueor	intueor
intumulātus	intumulaːtus
intumus	intumus
intumēscō	intumeːskoː
intus	intus
intybus	intybus
intāctilis	intaːktilis
intāctus	intaːktus
intēnsus	intensus
intōnsus	intonsus
inula	inula
inultus	inultus
inundātiō	inundaːtioː
inundō	inundoː
inunguō	inungʷoː
inurgeō	inurgeoː
inuus	inuus
invaleō	inu̯aleoː
invalidus	inu̯alidus
invalēscō	inu̯aleːskoː
invehitur	inu̯ehitur
invehō	inu̯ehoː
invenit	inu̯enit
invenit	inu̯eːnit
inveniō	inu̯enioː
inventiō	inu̯entioː
inventiōne	inu̯entioːne
inventiōnī	inu̯entioːniː
inventor	inu̯entor
inventrīx	inu̯entriːks
invenustus	inu̯enustus
invenīmus	inu̯eniːmus
invenīmus	inu̯eːnimus
invertō	inu̯ertoː
inverēcundus	inu̯ereːkundus
investiō	inu̯estioː
investīgābilis	inu̯estiːgaːbilis
investīgātiō	inu̯estiːgaːtioː
investīgō	inu̯estiːgoː
inveterāscō	inu̯eteraːskoː
inveterō	inu̯eteroː
invictus	inu̯iktus
invidentia	inu̯identia
invideō	inu̯ideoː
invidia	inu̯idia
invidiōsus	inu̯idioːsus
invidiōsē	inu̯idioːseː
invidus	inu̯idus
invigilātor	inu̯igilaːtor
invigilātus	inu̯igilaːtus
invigilō	inu̯igiloː
invincibilis	inu̯inkibilis
inviolābilis	inu̯iolaːbilis
inviolāta	inu̯iolaːta
inviolāta	inu̯iolaːtaː
inviolāte	inu̯iolaːte
inviolātus	inu̯iolaːtus
