3	ʏ̞tʃ
fındıq	fɯndɯχ
fındıqqıran	fɯndɯɣgɯrɑn
fırtına	fɯɾtɯnɑ
fırtınalı	fɯ̞rtɯ̞nɑɫɯ̞
fırça	fɯɾtʃɑ
fırçalamaq	fɯrtʃɑɫɑmɑq
fıstıq	fstɯ̞x
fəaliyyət	fæɑlijæt
fəda	fɛdɑ
fədakar	fædɑkɛr
fəhlə	fæhlæ
fəlakət	χælɑkæt
fəlsəfə	fælsæfæ
fəlsəfə	fæɾsæfæ
fərd	fɛrt
fərda	feɾda
fərid	feɾiːd
fəridə	fæɾida
fərli	færli
fərli	færːi
fərman	fɛrman
fərq	færg
fərq	fɛrk
fərqanə	færgɑnɛ
fərqlənmək	færglæmːæj
fərqlənmək	færglæmːæk
fəryad	færjɑd
fərş	fæɾʃ
fərə	fæɾɛ
fəsil	fæsil
fətəli	fætæli
fəxr	fæxɛr
fəzzan	fæzzɑn
gah	ɟɑh
gamus	kamus
gavalı	dʒɑˈvɑˈlɯ
gec	dʒedz
gec	ɟedʒ
gec	ˈketʃ
gecə	dʒedzæ
gecə	ɟedʒæ
gecəqondu	dʒedzægondu
gecəqondu	ɟedʒægondu
gediş	keˈdiʃ
gedişat	kediʃɑːt
gel	el
general	ɟenerɑɫ
genetika	kennɛt̪ikɑ
geniş	dʒeniʃ
geniş	keniʃ
geniş	ɟeniʃ
genişlənmək	ɟeniʃlæmːæc
genişlənmək	ɟeniʃlænmæc
geofizika	kionfizika
geologiya	gʲealogʲija
geri	keɾe
geri	ɟeri
gerçək	kertʃaj
get	dʒet
get	gɛt
getmək	dʒetmɑχ
getmək	ɟetmæc
getmək	ɟetmæj
getmək	ɟetmæç
geydirmə	ɟejdirmæ
geyim	dʒejim
geyim	kejˈm
geyim	ɟejim
geyindirmək	kejˈindiˈɾmæj
geyinmək	ɟejinmæk
geymək	ɟejmæk
gic	dʒidz
gic	ɟidʒ
gicdıllaq	ɟiʒdɯɫːɑχ
gicgah	dʒidzdʒɑh
gicgah	ɟidʒɟɑh
gil	kjl
gilas	kijˈˈlas
gilavar	kiloˈvɑr
giley	dʒilej
giley	ɟilej
gileylənmək	dʒilejlænmætʃ
gileylənmək	ɟilejlænmæc
gilə	dʒilæ
gilə	ɟilæ
gilənar	kilenɑɾ
gimnast	kimˈnast
giqant	gigant
girdab	kirdɑp
girdə	ɟirdæ
giriş	ɟiriʃ
girişmək	ɟiriʃmæc
girmək	dʒirmɑχ
girmək	ɟirmej
girmək	ɟirmæk
girov	kirov
giryə	ɟirjæ
gitara	kɪˈtara
gizir	kiziɾ
gizli	dʒizli
gizli	izdi
gizli	ɟizdi
gizli	ɟizli
gizlin	dʒizlin
gizlin	ɟizdin
gizlin	ɟizlin
gizləmək	ɟizdæmæk
gizləmək	ɟizlæmæk
gizlənmək	ɟizdænmæk
gizlənmək	ɟizlænmæk
gizlənpaç	ɟizdænpɑtʃ
gizlənpaç	ɟizlænpɑtʃ
gizlətmək	dʒizlætmɑχ
gizlətmək	ɟizdætmæk
gizlətmək	ɟizlætmæk
gombul	ɟombuɫ
gop	køp
gop	ɟop
goplamaq	kʲɑpɫɑmɑq
gopçu	ɟoptʃu
gor	ɟor
gorbagor	ɟorbɑɟor
gurluq	ɟurɫuχ
gurluq	ɟurːuχ
göbələk	ɟœbælæj
göbələk	ɟœbælæk
gödən	køɾˈdæn
göl	dʒœl
göl	gøl
göl	ɟœl
gölmə	gʏlmæ
gömmək	ɟœmːæj
gömmək	ɟœmːæk
gön	dʒoŋ
göndərmək	dʒœndærmɑχ
göndərmək	ɟœndærmæk
görmək	dʒœrmɑχ
görmək	gœrmej
görmək	ɟœrmæk
görünmək	dʒœrynmætʃ
görünmək	ɟœrynmæk
görüş	dʒœryʃ
görüş	gøɾyʃ
görüş	ɟœryʃ
görüşdürmək	ɟœryʃdyrmæc
görüşmək	dʒœryʃmætʃ
görüşmək	ɟœryʃmæc
görüşərik	gœɾʃærʲik
görə	dʒœræ
görə	ɟœræ
görəsən	dʒœræsæn
görəsən	ɟœræsæn
göstəriş	dʒœstæriʃ
göstəriş	gøstæˈɾiʃ
göstəriş	ɟœstæriʃ
göstərmək	dʒœstærmɑχ
göstərmək	ɟœstærmæk
göt	dʒœt
göt	kɒt
göt	ɟœt
götvərən	dʒœtværæn
götvərən	ɟœtværæn
götvərənlik	ɟœtværænlik
götürmək	ɟœtyrmæk
gövdə	køvˈdæ
gövdə	ɟœvdæ
göy	dʒœj
göy	køj
göy	ɟœj
göydələn	ɟœjdælæn
göyərti	dʒœjærti
göyərti	ɟœjærti
göyərti	ɟœɟærti
göyərtə	kʏ̞jærtæ
göyərçin	dʒœjærtsin
göyərçin	ɟœjærtʃin
göyərçin	ɟœɟærtʃin
gözlük	dʒœzlytʃ
gözlük	ɟœzlyc
gözləmək	dʒœzlæmɑχ
gözləmək	ɟœzdæmej
gözləmək	ɟœzdæmæc
gözləmək	ɟœzlæmæc
gözlənilməz	ɟœzdænilmæz
gözlənilməz	ɟœzlænilmæz
gözlənti	ɟœzdænti
gözlənti	ɟœzlænti
gözmuncuğu	dʒœzmundzuɣu
gözmuncuğu	ɟœzmundʒuɣu
gözüaçıq	dʒœzyɑtsɯχ
gözüaçıq	ɟœzyɑtʃɯχ
güc	dʒyʒ
güclü	dʒydzly
güclü	gydʒly
güclü	ɟydʒly
güclə	gydʒˈnɒn
gül	gyl
gül	ɟyl
gülab	dʒylɑb
gülab	ɟylɑb
güllə	kynlɛ
güllə	ɟylːæ
güllələmək	dʒylːælæmɑχ
güllələmək	kynlæ̹læmæj
güllələmək	ɟylːælæmæk
gülmək	dʒylmɑχ
gülmək	ɟylmæc
gülnar	gylˈnɑɾ
gülnarə	dʒylnɑːræ
gülnarə	ɟylnɑːræ
gülümsəmək	ɟylymsæmæj
gülümsəmək	ɟylymsæmæk
gülünc	gylyntʃ
gülüstan	kyrysˈtan
gülüş	ɟylyʃ
gülşən	gylʃɑn
güləbrişim	kynɛbɾiʃim
gülərüz	ɟylæryz
gülərüzlü	ɟylæryzly
güləş	dʒylæʃ
güləş	ɟylæʃ
güləşmək	ki̠ɫæʃmæj
güləşçi	dʒylæʃtsi
güləşçi	ɟylæʃtʃi
güman	dʒuːmɑn
güman	giˈman
gümüş	ɟymyʃ
gün	dʒuːn
gün	dʒyn
gün	ɟyn
günah	dʒynɑh
günah	ɟunɑh
günah	ɟynɑh
günahkar	dʒunahtʃɑr
günahkar	ɟunahcɑr
günahkar	ɟynahcɑr
günahsız	dʒynɑhsɯz
günahsız	ɟunɑhsɯz
günahsız	ɟynɑhsɯz
güncəl	dʒyndzæl
güncəl	ɟyndʒæl
gündüz	dʒyndyz
gündüz	ɟyndyz
gündəlik	dʒyndælik
gündəlik	ɟyndælik
gündəm	gynˈdɒm
günel	gymel
güney	gynej
günlər	gʏ̞nlær
günorta	ɟynortɑ
günya	ɟynjɑ
günəbaxan	kiːnæbɑχʲɑm
günəbaxan	ɟynæbɑxɑn
günəş	gynaʃ
günəş	ɟynæʃ
gürcü	dʒyrdzy
gürcü	ɟyrdʒy
gürcüstan	dʒyɾdzystɑn
gürcüstan	ɟyɾdʒystɑn
gürz	kørz
güvənmək	ɟyvæmːæj
güvənmək	ɟyvænmæk
güzgü	gyzgy
güzəşt	gyzɛʃt
gəbə	kæbæ
gəl	gɛl
gəlin	ɟælin
gəlincik	dʒælindzitʃ
gəlincik	ɟælindʒic
gəlir	keˈlir
gəlirli	gɒliˈɾˈli
gəliş	ˈgæliʃ
gəlmə	ɟælmæ
gəlmək	ɟælmæc
gəlmək	ɟælmæj
gəlmək	ɟælmæç
gələn	kælæn
gəmi	dʒæmi
gəmi	kɛmmi
gəmi	ɟæmi
gəmirici	dʒæmiridzi
gəmirici	ɟæmiridʒi
gəmirmək	ɟæmirmæç
gənc	dʒændz
gənc	ɟændʒ
gənclik	dʒændzlitʃ
gənclik	ɟændʒlik
gərgin	kæɾgim
gərgin	ɟærɟin
gərək	ɟæræj
gərək	ɟæræk
gərəkmək	ɟæræcmæç
gərəzli	gæɾɒzliː
gətirmək	ɟætirmæc
gəzdirmək	dʒæzdirmɑχ
gəzdirmək	ɟæzdirmej
gəzdirmək	ɟæzdirmæj
gəzdirmək	ɟæzdirmæk
gəzinti	kɒzinti
gəzmək	dʒæzmɑχ
gəzmək	ɟæzmej
gəzmək	ɟæzmæj
gəzmək	ɟæzmæk
hacı	hadʒɒ
hacət	hadʒæt
hakim	hɑːkim
hakim	ɦakim
hakimiyyət	hakimijæt
hakimiyyət	hɑːkimijæt
hakimiyyət	hɑːtʃimijæt
hakimiyyətçi	hɑːcimijættʃi
hakimiyyətçi	hɑːtʃimijættsi
hal	hau
halal	ɑɫɑɫ
halallıq	hɑɫɑnɫɯ̞χ
halbuki	hɑɫbuki
hallandırıcı	hɑlɑndɯɾɯdʒɯ
halo	halo
halqalamaq	hɑlgɑlaˈmɑq
halqalanmaq	hɑlkɑɫɑnmɑq
halva	halva
halvaçı	hɑlvatʃɯ
hamar	hɑmɑr
hambal	ɦambɑl
hamburq	hɑmbwɾg
hamilə	hamilæ
hamilə	hɑmilæ
hamiləlik	hɑːmilælic
hamı	hɑmːɯ
hamılıq	hɑmɯ̞ɫɯ̞q
hamısı	hɑmsɯ
hamısı	hɑmːɯsɯ
hansı	hɑnsɯ
hanı	hɑnɯ
hanı	ɑnɯ
haqq	hɑg
haqq	hɑχ
haqqında	hɑkːɯndɑ
hara	hara
hara	hɑrɑ
harada	hɑrɑda
harada	hɑɾada
haradan	hɑrɑdan
haralı	hɑrɑɫɯ
haralısınız	harɑlɯsɯnɯz
haram	ɦɑram
harasa	hɑrɑsɑ
haraya	araja
haraya	hɑrɑjɑ
harayacan	hɑɾɑjɑdʒɑn
harayçı	hɑrɑɛtʃɯ
harda	hɑrda
hardan	heɾˈdan
hardasa	hɑrdɑsɑ
harmoniya	harmonʲija
harın	hɑrɯ̞n
harınlaşma	hɑrɯ̞nnɑʂmɑ
hasa	hɑsɑ
hasar	hɑsɑr
hasilat	hɑːsiɫɑt
hava	hava
hava	hɑvɑ
havaxt	hɑvɑχt
havayı	avajɯ
hayan	hɑjɑn
hazır	hɑzɯr
hazır	ɦɑˈzɯɾ
hazırkı	hɑzɯrki
hazırkı	hɑzɯrkɯ
hazırlamaq	hɑzɯrɫɑmɑχ
hazırlamaq	hɑzɯrːɑmɑχ
hazırlaşmaq	hɑzɯrɫɑʃmɑχ
hazırlaşmaq	hɑzɯrːɑʃmɑχ
hazırlıq	hɑzɯrɫɯχ
hazırlıq	hɑzɯrːɯχ
haçan	hɑtʃɑn
hekayə	hecɑːjæ
hekayət	hecɑːjæt
herpes	helpes
hesabına	heːsɑbɯnɑ
heykəl	hejkæl
heykəl	hejˈkæl
heykəltəraş	hejkæltærɑʃ
heyva	hejva
heyvan	hejvɑm
heyvani	hejvɑːne
heyət	hejjɒt
heç	hets
heç	hetʃ
hilal	hilɑl
hind	hɪ̞nd
hindu	hjɪndu
hinduşka	hʲindʊ̞ʃkɑ
hirs	hiːɾˈs
hirsli	hˈiɾstɪ
his	his
hiss	hisː
hissə	hisːæ
hiylə	hijlæ
homoseksuallıq	homoseksuaɫːɯχ
hoqqa	hokːɑ
hoqqa	okːa
hoqqabaz	hoːkabaz
hormon	hoɾmon
host	hɒːst
hovuz	hovuz
hulu	hulˈo
humanist	umanʲist
huş	huʃ
huşsuzluq	huʃsuzdux
huşsuzluq	huʃsuzɫux
hökm	hœ̞kim
hökm	hˈøkm
hökumət	hœcuːmæt
hökumət	hœcymæt
hörmət	hæɾˈmæt
hörmətcil	hœrmætdzil
hörmətcil	hœrmætdʒil
hörmətli	hœrmætli
hörümçək	hœrymtʃæj
hörümçək	hœrymtʃæk
hövnə	hʉ̞vnæ
hövsələ	hœfsælæ
hövsələ	hœvsælæ
hövzə	hœvzæ
hüceyrə	hydʒejræ
hücrə	hydzræ
hücrə	hydʒræ
hücum	hɪˈdʒum
hüdud	hydud
hündür	hyndyr
hüquq	hygug
hürmə	hʏ̞rmæ
hürmək	hʏrmæj
hüzn	hyzn
hüznlü	hyznly
həbs	hɑːps
hədiyyə	hædijæ
hədə	hædæ
hədəf	hædæf
hədəf	χædæf
həftəlik	hæftælij
həftəlik	hæftælik
həftəlik	hæftæliç
həkim	hækim
həlim	hælim
hələ	hælæm
hələb	hælæb
həmdilli	hæmdilːi
həmid	hæmid
həmidova	hemidoˈva
həmin	hæmin
həmişə	hæmiʃæ
həmişə	hæmʃæ
həmişə	hæmːiʃæ
həmişə	hæmːæʃæ
həmrəy	hæmræj
həmrəy	hæmræk
həmrəy	hæmræç
həmrəylik	hæmræjlij
həmrəylik	hæmræjlik
həmsöhbət	hæmsœhbæt
həmsöhbət	hæmsœjbæt
həmsöhbət	hæmsœːbæt
həmyaş	hæmjɑʃ
həndəsə	hændæsæ
həngamə	hæŋɟɑːmæ
həqarət	hægɑːræt
həqiqi	hægiːgi
hər	hær
hərarət	hærɑræt
hərbi	hærbi
hərbi	ˈhæɾbɪ
hərbçi	hærbtsi
hərbçi	hærbtʃi
hərdən	hærdæn
hərdənbir	hærdænbir
hərfi	hæɾf
hərfi	hæɾfæ
həri	hæɾɛ
hərif	χæɾʲif
hərtərəfli	hæɾtæɾfli
hərçənd	heɾtʃænd
hərə	hæɾɒ
hərəkat	hæɾkʰɑːt
hərəkət	hærikæt
hərəkət	hærækæt
həsrət	hæsræt
hətmən	hætmæn
həvəs	hɐvæs
həyat	hæjɑt
həzin	æziːn
həzm	hæzm
həzz	hæz
həştərxan	hæʃtærχɑn
ibadət	ibɑːdɛt
ibadətxana	ibɑːdɑtχɑmɑ
ibarət	ibɑːræt
ibrani	ibrɑːni
ibri	ibri
ibrə	ibræ
icad	idzɑd
icad	idʒɑd
icazə	idzɑːzæ
icazə	idʒɑːzæ
iclas	idzɫɑs
iclas	idʒɫɑs
iclas	ɪdʒlˈas
icma	idzmɑ
icma	idʒmɑ
icra	ɪdʒɾa
idarə	idɑːræ
idi	idi
idmançı	idmanˈtʃɒ
idmançı	idmɑntsɯ
idmançı	idmɑntʃɯ
ifa	efa
iflas	ifɫɑs
iflas	ɪflˈɑs
igidlik	igidlij
igidlik	igidlik
ikiarvadlı	ikiɑrvɑdɫɯ
ikiarvadlılıq	ikiɑrvɑdɫɯlɯχ
ikinci	icindʒi
ikrah	ɪkɾah
ilahə	ilahæ
ilbiz	ilbiz
ildırım	iɫdɯrɯm
ildırım	ɯɫdɯɾɯm
ilham	ɨ̞ɫhɑm
ilik	ili
ilişmək	iliʃmɒj
ilk	ilk
ilkin	ilkin
ilkin	ilkɪn
ilkin	iltʃin
ilqar	ɯ̞ɫgɑr
ilıq	iɫɯχ
ilə	ilæ
imam	imˈɑm
imansız	imansɯz
imarət	imɑːræt
imkan	imtʃɑn
imkanlı	imkanlɯ
imla	imɫɑ
imla	imˈula
imperiya	impeɾia
imza	ɪmza
inad	inɑd
inadkar	inɑdcɑr
inadkarlıq	inɑdcɑrɫɯχ
inadkarlıq	inɑdcɑrːɯχ
inam	ɨˈnɑːm
inamlı	ɯnɑmɫɯ̞
inamsız	iˈnamsɯz
inanc	inɑndz
inanc	inɑndʒ
inanmaq	inɑmːɑχ
inanılmaz	inɑnɯɫmɑz
inanılmaz	inˈɑnɯlmɑz
inci	indzi
inci	indʒi
incimək	indzimætʃ
incimək	indʒimæj
incimək	indʒimæk
incitmək	indzitmætʃ
incitmək	indʒitmæj
incitmək	indʒitmæk
incə	indzæ
incə	indʒæ
indi	indi
ingilis	ingiliz
ingilis	iŋgilis
inilti	inilti
inilti	iːniːlˈtɪ
insaf	iːnsaː
insan	insam
insan	insɑn
insanlıq	insɑnˈlɯk
instrumental	ˌiŋstɹumˌentˈɑl
integral	intˈeˈgral
intervyu	ˌiŋntɛɾəvjˈu
intibah	intibɑh
intihar	intihɑr
intihar	ɪntihɑr
intiqam	intigɑm
intizam	entuzam
intişar	intiʃɑr
inzibat	inzibɑt
inşa	imʃa
ipək	ipæj
ipək	ipæk
ipəkqurdu	ipæcgurdu
iqlim	iglim
iqrar	igˈɾˈaɾ
iradə	eɾatæ
iran	iʁɑn
iranşünas	iɾanʃynɑs
irgənmək	irdʒænmætʃ
irgənmək	irɟæmːæc
irgənmək	irɟænmæc
iri	iri
irin	irin
irlandiyalı	irɫɑndijɑlɯ
irmaq	irmɑχ
irmaşlı	urmɑʃˈɫɯ
irəli	iræli
irəliləmək	i̠ɾæ̹ljɫæmæj
isa	isˈa
ishal	ishɑɫ
isim	iːθˈim
islami	ɪslɑmi
islandiyalı	isɫɑndijɑlɯ
islaq	asˈlaɣ
israf	ɪsˈraf
istedad	istɛːdat
istedadlı	istedɑdɫɯ
istedadsız	istedɑdsɯz
istehsal	istehsɑɫ
istehsalçı	istehsɑɫtsɯ
istehsalçı	istehsɑɫtʃɯ
isti	isti
isti	isːi
istifadə	istifɑːdæ
istilaçı	istilatʃe
istilik	istilik
istilik	istilitʃ
istilik	istiliç
istilikölçən	istilijœltʃæn
istilikölçən	istilikœltʃæn
istilikölçən	istilitʃœltsæn
istiot	istiot
istiqamət	istigɑːmæt
istiqbal	istigbɑɫ
istiqbal	istiɣbɑɫ
istiqlal	istigɫɑɫ
istiqlaliyyət	istigɫɑːlijæt
istiqraz	istigrɑz
istirahət	istirɑːhæt
istismar	istismɑr
istisna	istisnɑ
istəmək	istæmej
istəmək	istæmæj
istəmək	istæmæk
istəmək	istæmɑχ
isveçli	isvetsli
isveçli	isvetʃli
isveçrəli	isvetsræli
isveçrəli	isvetʃræli
itaət	itɑæt
itaətsizlik	itɑætsizlik
itburnu	itburnu
iti	itˈe
itirmək	itirmej
itirmək	itirmæc
itirmək	itirmæj
itirmək	itirmɑχ
itkin	inkin
itmək	itmæj
itmək	itmæk
itoynadan	biˈtojnɑdɑn
itələmək	itælæmæj
itələmək	itælæmæk
ivrit	ivrit
ivrit	ivˈrɪt
ixrac	ixrɑtʃ
ixtilaf	ixtiɫɑf
ixtira	ixtirɑ
ixtiraçı	ixtirɑːtsɯ
ixtiraçı	ixtirɑːtʃɯ
ixtisar	iχtisɑr
iy	iː
iydə	ijdæ
iyirmi	igirmi
iyirmi	ijirmi
iyirminci	ijiɾmindʒi
iylətmək	hjɪlætmæj
iynə	ijnæ
iynələmək	iːnælæmæj
izah	izˈa
izahat	ɪzɑhɑt
izdiham	izdɛhɑm
izin	izin
izləmək	izlæmej
izləmək	izlæmæj
izləmək	izlæmæk
izləmək	izlæmɑχ
izmir	izmɛr
içində	itsindæ
içində	itʃindæ
içizdirmək	itsizdirmæk
içizdirmək	itʃizdirmæj
içizdirmək	itʃizdirmæk
içkili	itstʃili
içkili	itʃkili
içmək	itʃmæj
içmək	itʃmæk
içmək	iʃmɑχ
içəri	itsæri
içəri	itʃæri
işcil	iʃtʃil
işlək	iʃdæk
işlək	iʃlæk
işləmək	iʃlæmæk
işləmək	iʃlæmɑχ
işləmək	iʃtæmej
işləmək	iʃtæmæj
iştaha	iʃdɑhɑ
iştaha	iʃtɑhɑ
iştibah	iʃtibɑh
iştirak	iʃtirɑk
işverən	iʃveræn
işçi	iʃtsi
işçi	iʃtʃi
işıq	iʃɯχ
işıq	ɯʃɯχ
işıqlandırmaq	iʃɯɣɫɑndɯrmɑx
işəmək	iʃæmæj
işəmək	iʃæmæk
jalə	ʒɑlɛ
janr	ʒɑnr
jasmin	ʒɑsmin
jurnal	ʒurnɑɫ
jurnalist	ʒurnalist
kabab	cɑbɑb
kabinet	kabinˈets
kabinə	kɑbʲiˈnɑ
kabus	kɑːbuz
kadmium	katmiu
kadr	kɑˈdɯr
kafe	kafˈ
kafedra	kapetra
kafir	kafiɾ
kaftar	cɑftɑr
kaftar	kafˈtɑɾ
kaftar	tʃɑftɑr
kahin	kɑɦiːn
kainat	kajˈnɑt
kakao	kakau
kaktus	kaktuz
kal	cɑɫ
kal	tʃaˈɫ
kalan	cɑɫɑn
kamal	kama
kamallı	kamɑlˈɫɯ
kaman	kæmɑm
kamança	kʰɑmɑnʧɑ
kamança	tʃɑmɑntsɑ
kamil	kɑmɛl
kamil	tʃɑːmɪl
kamillik	kamillik
kamilə	kɑmile
kampot	kaˈmpˈot
kamran	kamˈram
kanada	kɑnada
kanal	kɑːnɑːl
kanalizasiya	gɑnɑlizɑsijɑ
kanalizasiya	kanalʲizosʲija
kanalizasiya	kɑnɑlizɑsijɑ
kanat	kanat
kanon	hemon
kapital	kɐpˈitaɫ
kapitalizm	kapitajlizm
kapitan	kapitɑˈn
kapral	kaprau
karandaş	kaɾondaˈʃ
karat	kɑɾɑt
karate	kɑɾɑtˈɛ
karbonat	kɑɾbɑnɑt
karikatura	kaɾikatura
karlik	kɑɾlɯk
karnaval	kɑɾnɑvɑɫ
karp	kɑrp
kart	kɑːɾt
kartof	kaɾtɔf
karton	kardɒːm
karvan	kɑɾvɑn
karvansara	cɑrvɑnsɑrɑ
kasa	casa
kasa	kasa
kasa	tʃɑsɑ
kaset	kasʲet
kasko	kaskɔ
kassa	kasa
kasta	kɑsta
kasıb	kʲɑsɯc
katakomba	kɑtakomba
katerina	kɑtʲːrʲinɑ
katib	cɑːtib
katib	cɑːtɯb
katib	kɑtɪp
katib	tʃaːtib
katib	tʃaːtɯb
katibə	cɑːtibæ
katibə	tʃaːtibæ
katlet	katlæt
katolik	katɔlik
kauçuk	kau̯tʃuk
kazım	kazim
kağız	cɑɣɯz
kağız	tʃɑɣɯz
kaş	cɑʃ
kaş	tʃɑʃ
kef	kœ̃f
keflilik	kˈeflilejˈ
keks	kˈekːs
kembric	ke̞n̪bɾædʒ
keçi	cetʃi
keçi	dʒetsi
keçi	tʃetsi
keçid	kettʃit
keçid	keˈtʃit
keçid	ˈketʃiti
keçinmək	cetʃinmæc
keçinmək	cetʃinmæj
keçinmək	tʃetsinmætʃ
keçmiş	ˈketʃmiʃ
keçmək	cetʃmæc
keçmək	ɟeʃmɑx
keçə	ketʃe
keçəl	ketʃæl
keçəl	tʃetsæl
keçəl	ˈketʃel
keçəllənmək	ketʃælːænmæj
keçəllənmək	ketʃælːænmæk
keçəllənmək	tʃetsælːænmætʃ
keçən	cetʃæn
keçən	tʃetsæn
keşiş	keʃiɾ
keşlə	keʃle
ki	ci
ki	cin
kibrit	kibret
kif	kˈɪf
kifir	kiʃiɾ
kifirləşmək	cifirlæʃmæj
kifirləşmək	cifirːæʃmæj
kilid	kiliːd
kilidləmək	kelʲitlæmæj
kilobayt	kʲiɫobajt
kiloqram	kʲiɫagˈrɑm
kilovat	kiloˈvɑt
kilsə	cilsæ
kilsə	kilsɒ
kim	cim
kimdənsə	cimdænsæ
kimdənsə	cimnænsæ
kimdəsə	cimdæsæ
kimi	cimi
kimi	kime
kimi	tʃimi
kiminləsə	ciminlæsæ
kiminləsə	kimiːn˧læsæ
kiminsə	ciminsæ
kimisə	cimisæ
kimlik	cimlik
kimlik	tʃimlitʃ
kimsə	cimsæ
kimsə	kimsɒ
kimsədə	cimsædæ
kimsədən	cimsædæn
kimsəni	cimsæni
kimsənin	cimsænin
kimsəsiz	kimˈseˈsiz
kimsəsizlik	kimsæˈsizdej
kimsəyə	cimsæjæ
kimya	cimja
kimya	tʃimja
kimyaçı	cimjatʃɯ
kimyaçı	tʃimjatsɯ
kimyəvi	cimjæːvi
kimyəvi	tʃimjæːvi
kiməsə	cimæsæ
kin	kim
kinayə	cinɑːjæ
kir	kɪ̞r
kiriş	ciriʃ
kirli	cirli
kirli	cirːi
kirli	kɪ̞rli
kirpi	cirpi
kirpi	kɪ̞rpʲi
kirpik	cirpic
kirəc	cirædʒ
kirəc	tʃirædz
kisə	kisa
kit	kip
kitab	pʰiːtav
kitabxana	citɑbχɑnɑ
kitabxanaçı	citɑbxɑnɑtʃɯ
kitabxanaçı	tʃitɑbxɑnɑtsɯ
kitayski	citɑjsci
kitayski	tʃitɑjsci
kiçik	citʃic
kiçik	citʃij
kiçik	citʃiç
kiçik	cçitsij
kiçik	tsitsih
kiçilmək	citʃilmej
kiçilmək	citʃilmæc
kiçilmək	citʃilmæj
kiçilmək	citʃilmætʃ
kiçilmək	cçitsilmæj
kiçilmək	tsitsilmæh
kişibaz	kiʃibɑz
kişibazlıq	kiʃibɑzɫɯχ
kişiləşmək	kiʃiˈlæʃmæj
kişmiş	ciʃmiʃ
kişmiş	tʃiʃmiʃ
klassik	kɫastʲik
klassika	kɫasika
klaviatura	kɫavjatura
klub	klɛb
knyaz	knjaʂ
kobra	kɔbra
kobud	tʃobud
kodlaşdırma	kodɫɑʃdɯrmɑ
kol	coɫ
kol	tʃaː
kola	kɔɫɑ
kolbasa	kɑɫbɑsɑ
kolluq	tʃoːɫoɣ
komanda	kamɑnˈda
komandan	kɑmɑndɑn
komediya	kameˈdija
kometa	kɑmɛta
kommunizm	komunizm
kommunizm	kɑmunizm
kompakt	kampakt
kompaniya	kampanʲija
kompliment	kʌmplˈimˌent
konstitusiya	koˈnstitutsiˈjɑ
kontor	kɐntˈoɾ
kontrabas	kɑntɾabaz
kontur	kontoɾ
kor	cor
kor	køɾ
korporativ	kɑrpɑrɑtʲip
kosmonavt	kɑsmanɑft
kosmos	kosmus
kosovo	koˈsˈvo
koğuş	coɣuʃ
kraliça	kralʲitʃa
kran	kram
kravat	krɑvɑt
krem	krˈem
kristal	kristal
kristina	kɾɪstʲina
kritik	kɾɪtʲik
kukla	kˈuklɑ
kurs	kʊɾs
kuxna	kuxna
kvadrat	kɫadɾat
kvartet	kvartæt
köhnə	cœhnæ
köhnə	cœjnæ
köhnə	tʃœhnæ
kök	cœc
kökaltı	køkaltɯ
köks	cœcs
köks	tʃœtʃs
kökə	køkæ
kökəlmək	kœkælmæj
kökəlmək	kœkælmæk
kölgə	cœlɟæ
kömür	kœmyr
kömür	tʃœmyr
kömək	cœmej
kömək	cœmæc
kömək	cœmæj
kömək	cœmætʃ
kömək	cœmæç
könlümlə	tʃœnlymlɛ
könül	cœnyl
könül	cœŋyl
könül	dʒœːl
köpük	cœpyc
köpək	cœpæc
köpək	cœpæç
köpək	kœpæj
körpü	cœrpy
körpə	kœrpæ
körpə	tʃœrpæ
kösöv	kœsœv
kösöv	tʃœsœv
köynək	cœjnæc
köynək	tʃœjnætʃ
köçkün	cœtʃcyn
köçkün	tʃœtstʃyn
köçəri	cœtʃæri
köçəri	tʃœtsæri
köşk	koʃk
köşək	cœʃæc
köşək	cœʃæj
köşək	tʃœʃætʃ
küftə	cyftæ
küftə	tʃyftæ
kül	kyl
külfətsiz	kylfetsiz
küll	cyl
külqabı	kʏlkɑbɯ
külçə	kyltʃe
külək	cylæc
külək	cylæj
külək	cylæç
külək	tʃylætʃ
külək	tʃyɫæj
küləkli	kylɛjli
künc	tʃyndz
kündür	cyndyr
kündür	tʃyndyr
kürd	kʏrt
kürk	kʏɾkʏ
kürə	kyɾɑ
kürəcik	cyrædʒik
kürəcik	tʃyrædzitʃ
kürəkçi	kyræktʃi
kürəkçi	tʃyrætʃtsi
kürəkən	kyrækæn
kürəkən	tʃyrætʃæn
küsmək	kysmæj
küsmək	kysmæk
küçə	cytʃæ
küçə	kutʃa
küçə	tsytsæ
küçə	tʃytsæ
kəbin	kɒˈbiˈn
kəfgir	cæfɟir
kəfgir	tʃæfdʒir
kəfən	cæfæn
kəfən	tʃæfæn
kəklik	cæclic
kəklikotu	cæclicotu
kəklikotu	cæclijotu
kəl	kɛl
kəlbətin	cælbætin
kəlbətin	tʃælbætin
kəlküttə	kʲɛlkʲyttæ
kəllə	cælːæ
kəllə	tʃælːæ
kəlmə	cælmæ
kəlmə	tʃælmæ
kəlçə	cæltʃæ
kəlçə	tʃæltsæ
kələk	cælæc
kələk	tʃælætʃ
kələz	kælɛz
kəmiyyət	kæmiːjæt
